session_id,customer_id,session_date,page_views,time_spent_seconds,cart_abandoned,support_tickets
SESS_001140,CUST_00243,2025-04-12,11,272,False,0
SESS_001141,CUST_00243,2025-04-12,1,234,False,0
SESS_001142,CUST_00257,2025-04-12,6,542,False,0
SESS_001143,CUST_00261,2025-04-12,5,430,False,0
SESS_001144,CUST_00263,2025-04-12,14,594,False,0
SESS_001145,CUST_00119,2025-04-13,17,446,False,0
SESS_001146,CUST_00190,2025-04-13,1,139,False,0
SESS_001147,CUST_00219,2025-04-13,20,299,False,0
SESS_001148,CUST_00222,2025-04-13,3,431,True,0
SESS_001149,CUST_00234,2025-04-13,1,206,False,0
SESS_001150,CUST_00254,2025-04-13,20,951,False,0
SESS_001151,CUST_00259,2025-04-13,19,758,False,0
SESS_001152,CUST_00078,2025-04-14,16,665,False,0
SESS_001153,CUST_00121,2025-04-14,21,447,False,0
SESS_001154,CUST_00149,2025-04-14,11,310,True,0
SESS_001155,CUST_00188,2025-04-14,1,185,False,0
SESS_001156,CUST_00224,2025-04-14,2,190,False,0
SESS_001157,CUST_00190,2025-04-15,2,41,False,0
SESS_001158,CUST_00265,2025-04-15,16,799,False,0
SESS_001159,CUST_00265,2025-04-15,1,199,False,0
SESS_001160,CUST_00003,2025-04-16,8,137,True,0
SESS_001161,CUST_00083,2025-04-16,2,64,False,0
SESS_001162,CUST_00188,2025-04-16,1,234,False,0
SESS_001163,CUST_00215,2025-04-16,10,678,False,1
SESS_001164,CUST_00246,2025-04-16,13,396,True,0
SESS_001165,CUST_00259,2025-04-16,8,900,False,0
SESS_001166,CUST_00096,2025-04-17,3,30,False,1
SESS_001167,CUST_00162,2025-04-17,14,954,False,0
SESS_001168,CUST_00167,2025-04-17,20,228,False,0
SESS_001169,CUST_00217,2025-04-17,19,280,False,0
SESS_001170,CUST_00143,2025-04-18,2,48,False,0
SESS_001171,CUST_00216,2025-04-18,1,183,False,0
SESS_001172,CUST_00200,2025-04-19,7,899,False,0
SESS_001173,CUST_00201,2025-04-19,2,155,False,0
SESS_001174,CUST_00217,2025-04-19,19,673,False,0
SESS_001175,CUST_00236,2025-04-19,1,97,False,0
SESS_001176,CUST_00170,2025-04-20,3,183,False,0
SESS_001177,CUST_00264,2025-04-20,12,746,False,0
SESS_001178,CUST_00264,2025-04-20,2,41,False,0
SESS_001179,CUST_00031,2025-04-21,1,20,False,0
SESS_001180,CUST_00047,2025-04-21,1,202,False,0
SESS_001181,CUST_00133,2025-04-21,13,193,True,0
SESS_001182,CUST_00142,2025-04-21,4,106,False,0
SESS_001183,CUST_00155,2025-04-21,10,694,False,0
SESS_001184,CUST_00167,2025-04-21,11,280,True,0
SESS_001185,CUST_00178,2025-04-21,4,165,False,0
SESS_001186,CUST_00034,2025-04-22,3,192,False,0
SESS_001187,CUST_00055,2025-04-22,8,248,True,0
SESS_001188,CUST_00074,2025-04-22,3,232,False,0
SESS_001189,CUST_00105,2025-04-22,6,548,False,0
SESS_001190,CUST_00116,2025-04-22,6,201,False,0
SESS_001191,CUST_00144,2025-04-22,9,162,True,0
SESS_001192,CUST_00184,2025-04-22,4,207,False,0
SESS_001193,CUST_00217,2025-04-22,1,211,False,0
SESS_001194,CUST_00260,2025-04-22,1,22,False,0
SESS_001195,CUST_00116,2025-04-23,6,78,True,0
SESS_001196,CUST_00157,2025-04-23,14,447,False,0
SESS_001197,CUST_00174,2025-04-23,3,188,True,0
SESS_001198,CUST_00239,2025-04-23,2,55,False,0
SESS_001199,CUST_00255,2025-04-23,3,105,False,1
SESS_001200,CUST_00127,2025-04-24,11,221,True,0
SESS_001201,CUST_00156,2025-04-24,2,128,False,0
SESS_001202,CUST_00158,2025-04-24,11,85,True,0
SESS_001203,CUST_00259,2025-04-24,6,708,False,0
SESS_001204,CUST_00003,2025-04-25,2,42,False,0
SESS_001205,CUST_00098,2025-04-25,2,84,False,0
SESS_001206,CUST_00111,2025-04-25,2,73,False,0
SESS_001207,CUST_00121,2025-04-25,15,211,False,0
SESS_001208,CUST_00137,2025-04-25,2,228,False,0
SESS_001209,CUST_00173,2025-04-25,10,330,True,0
SESS_001210,CUST_00179,2025-04-25,2,105,False,0
SESS_001211,CUST_00102,2025-04-26,9,953,False,0
SESS_001212,CUST_00121,2025-04-26,1,32,False,1
SESS_001213,CUST_00125,2025-04-26,10,876,False,0
SESS_001214,CUST_00208,2025-04-26,2,139,False,0
SESS_001215,CUST_00215,2025-04-26,11,919,False,0
SESS_001216,CUST_00236,2025-04-26,4,237,False,0
SESS_001217,CUST_00238,2025-04-26,1,59,False,0
SESS_001218,CUST_00256,2025-04-26,18,694,False,0
SESS_001219,CUST_00256,2025-04-26,18,756,False,0
SESS_001220,CUST_00029,2025-04-27,2,153,False,0
SESS_001221,CUST_00070,2025-04-27,8,420,True,0
SESS_001222,CUST_00108,2025-04-27,11,283,True,0
SESS_001223,CUST_00212,2025-04-27,9,368,True,0
SESS_001224,CUST_00246,2025-04-27,1,172,False,0
SESS_001225,CUST_00266,2025-04-27,21,618,False,0
SESS_001226,CUST_00140,2025-04-28,2,83,False,0
SESS_001227,CUST_00173,2025-04-28,3,150,False,0
SESS_001228,CUST_00184,2025-04-28,1,77,False,0
SESS_001229,CUST_00198,2025-04-28,10,507,False,0
SESS_001230,CUST_00258,2025-04-28,15,576,False,0
SESS_001231,CUST_00265,2025-04-28,2,97,False,0
SESS_001232,CUST_00062,2025-04-29,4,132,False,0
SESS_001233,CUST_00065,2025-04-29,1,119,False,0
SESS_001234,CUST_00068,2025-04-29,2,140,False,0
SESS_001235,CUST_00170,2025-04-29,10,246,True,0
SESS_001236,CUST_00177,2025-04-29,1,17,False,0
SESS_001237,CUST_00220,2025-04-29,4,83,True,0
SESS_001238,CUST_00245,2025-04-29,12,447,False,0
SESS_001239,CUST_00272,2025-04-29,2,200,False,0
SESS_001240,CUST_00196,2025-04-30,6,275,True,0
SESS_001241,CUST_00218,2025-04-30,1,183,False,0
SESS_001242,CUST_00275,2025-04-30,13,523,False,0
SESS_001243,CUST_00058,2025-05-01,1,27,False,0
SESS_001244,CUST_00110,2025-05-01,7,691,False,0
SESS_001245,CUST_00133,2025-05-01,19,251,False,0
SESS_001246,CUST_00258,2025-05-01,2,217,False,0
SESS_001247,CUST_00272,2025-05-01,10,195,False,0
SESS_001248,CUST_00055,2025-05-02,4,205,False,0
SESS_001249,CUST_00102,2025-05-02,1,94,False,0
SESS_001250,CUST_00269,2025-05-02,11,349,True,0
SESS_001251,CUST_00083,2025-05-03,1,99,False,0
SESS_001252,CUST_00121,2025-05-03,5,228,True,0
SESS_001253,CUST_00149,2025-05-03,1,45,False,0
SESS_001254,CUST_00197,2025-05-03,9,307,True,0
SESS_001255,CUST_00267,2025-05-03,19,334,False,0
SESS_001256,CUST_00273,2025-05-03,21,851,False,0
SESS_001257,CUST_00125,2025-05-04,3,60,False,0
SESS_001258,CUST_00174,2025-05-04,3,51,False,0
SESS_001259,CUST_00032,2025-05-05,2,111,False,0
SESS_001260,CUST_00091,2025-05-05,1,160,False,0
SESS_001261,CUST_00105,2025-05-05,3,114,False,0
SESS_001262,CUST_00145,2025-05-05,10,401,False,0
SESS_001263,CUST_00145,2025-05-05,1,109,False,0
SESS_001264,CUST_00152,2025-05-05,1,23,False,0
SESS_001265,CUST_00202,2025-05-05,21,700,False,1
SESS_001266,CUST_00230,2025-05-05,22,602,False,0
SESS_001267,CUST_00230,2025-05-05,1,122,False,0
SESS_001268,CUST_00238,2025-05-05,8,371,True,0
SESS_001269,CUST_00239,2025-05-05,1,76,False,0
SESS_001270,CUST_00268,2025-05-05,21,890,False,0
SESS_001271,CUST_00271,2025-05-05,20,394,False,1
SESS_001272,CUST_00271,2025-05-05,2,61,False,0
SESS_001273,CUST_00036,2025-05-06,1,136,False,0
SESS_001274,CUST_00077,2025-05-06,18,378,False,0
SESS_001275,CUST_00091,2025-05-06,3,160,False,0
SESS_001276,CUST_00172,2025-05-06,3,234,False,0
SESS_001277,CUST_00262,2025-05-06,5,236,True,0
SESS_001278,CUST_00278,2025-05-06,18,923,False,0
SESS_001279,CUST_00025,2025-05-07,14,198,False,0
SESS_001280,CUST_00157,2025-05-07,4,293,True,0
SESS_001281,CUST_00165,2025-05-07,1,101,False,0
SESS_001282,CUST_00200,2025-05-07,11,526,False,0
SESS_001283,CUST_00210,2025-05-07,6,429,False,0
SESS_001284,CUST_00215,2025-05-07,17,862,False,0
SESS_001285,CUST_00222,2025-05-07,14,491,False,0
SESS_001286,CUST_00241,2025-05-07,5,346,True,0
SESS_001287,CUST_00277,2025-05-07,2,164,False,0
SESS_001288,CUST_00060,2025-05-08,2,219,False,0
SESS_001289,CUST_00167,2025-05-08,20,846,False,0
SESS_001290,CUST_00211,2025-05-08,13,312,True,0
SESS_001291,CUST_00267,2025-05-08,1,117,False,0
SESS_001292,CUST_00030,2025-05-09,13,153,True,0
SESS_001293,CUST_00155,2025-05-09,2,93,False,0
SESS_001294,CUST_00158,2025-05-09,2,207,False,0
SESS_001295,CUST_00161,2025-05-09,5,357,True,0
SESS_001296,CUST_00247,2025-05-09,19,370,False,0
SESS_001297,CUST_00256,2025-05-09,12,673,False,0
SESS_001298,CUST_00269,2025-05-09,20,604,False,0
SESS_001299,CUST_00270,2025-05-09,8,301,True,0
SESS_001300,CUST_00093,2025-05-10,9,337,True,0
SESS_001301,CUST_00180,2025-05-10,8,421,True,0
SESS_001302,CUST_00210,2025-05-10,22,900,False,0
SESS_001303,CUST_00228,2025-05-10,1,17,False,0
SESS_001304,CUST_00257,2025-05-10,1,44,False,0
SESS_001305,CUST_00029,2025-05-11,22,776,False,0
SESS_001306,CUST_00165,2025-05-11,6,554,False,0
SESS_001307,CUST_00215,2025-05-11,17,367,False,0
SESS_001308,CUST_00270,2025-05-11,2,84,False,0
SESS_001309,CUST_00281,2025-05-11,21,942,False,0
SESS_001310,CUST_00001,2025-05-12,16,405,False,0
SESS_001311,CUST_00007,2025-05-12,3,224,False,0
SESS_001312,CUST_00157,2025-05-12,4,214,False,0
SESS_001313,CUST_00260,2025-05-12,3,92,False,0
SESS_001314,CUST_00270,2025-05-12,13,637,False,0
SESS_001315,CUST_00277,2025-05-12,10,350,False,0
SESS_001316,CUST_00047,2025-05-13,2,56,False,0
SESS_001317,CUST_00049,2025-05-13,1,59,False,0
SESS_001318,CUST_00070,2025-05-13,6,205,False,0
SESS_001319,CUST_00107,2025-05-13,10,851,False,0
SESS_001320,CUST_00116,2025-05-13,10,361,True,0
SESS_001321,CUST_00129,2025-05-13,3,36,False,0
SESS_001322,CUST_00133,2025-05-13,13,802,False,0
SESS_001323,CUST_00177,2025-05-13,11,185,False,0
SESS_001324,CUST_00283,2025-05-13,10,184,True,0
SESS_001325,CUST_00032,2025-05-14,3,176,False,0
SESS_001326,CUST_00118,2025-05-14,2,128,False,0
SESS_001327,CUST_00145,2025-05-14,15,270,False,0
SESS_001328,CUST_00161,2025-05-14,11,360,True,0
SESS_001329,CUST_00190,2025-05-14,1,226,False,0
SESS_001330,CUST_00202,2025-05-14,9,287,False,0
SESS_001331,CUST_00031,2025-05-15,3,211,True,0
SESS_001332,CUST_00041,2025-05-15,4,144,False,0
SESS_001333,CUST_00078,2025-05-15,13,958,False,0
SESS_001334,CUST_00161,2025-05-15,21,287,False,0
SESS_001335,CUST_00188,2025-05-15,22,300,False,0
SESS_001336,CUST_00188,2025-05-15,10,945,False,0
SESS_001337,CUST_00214,2025-05-15,12,663,False,0
SESS_001338,CUST_00266,2025-05-15,12,318,True,0
SESS_001339,CUST_00273,2025-05-15,3,81,False,0
SESS_001340,CUST_00022,2025-05-16,2,85,False,0
SESS_001341,CUST_00040,2025-05-16,4,290,True,0
SESS_001342,CUST_00130,2025-05-16,1,86,False,0
SESS_001343,CUST_00138,2025-05-16,2,70,False,0
SESS_001344,CUST_00144,2025-05-16,1,74,False,0
SESS_001345,CUST_00198,2025-05-16,2,202,False,0
SESS_001346,CUST_00223,2025-05-16,1,167,False,0
SESS_001347,CUST_00271,2025-05-16,7,294,True,0
SESS_001348,CUST_00047,2025-05-17,1,172,False,0
SESS_001349,CUST_00065,2025-05-17,4,59,False,0
SESS_001350,CUST_00161,2025-05-17,7,277,True,0
SESS_001351,CUST_00188,2025-05-17,9,697,False,0
SESS_001352,CUST_00226,2025-05-17,10,187,True,0
SESS_001353,CUST_00245,2025-05-17,1,105,False,0
SESS_001354,CUST_00268,2025-05-17,9,139,True,0
SESS_001355,CUST_00285,2025-05-17,9,391,False,0
SESS_001356,CUST_00003,2025-05-18,1,146,False,0
SESS_001357,CUST_00026,2025-05-18,2,236,False,0
SESS_001358,CUST_00110,2025-05-18,17,829,False,0
SESS_001359,CUST_00139,2025-05-18,1,151,False,0
SESS_001360,CUST_00242,2025-05-18,9,172,True,0
SESS_001361,CUST_00256,2025-05-18,2,133,False,0
SESS_001362,CUST_00284,2025-05-18,7,510,False,0
SESS_001363,CUST_00005,2025-05-19,2,173,False,0
SESS_001364,CUST_00020,2025-05-19,9,431,True,0
SESS_001365,CUST_00046,2025-05-19,4,133,False,0
SESS_001366,CUST_00125,2025-05-19,1,185,False,0
SESS_001367,CUST_00198,2025-05-19,9,570,False,0
SESS_001368,CUST_00280,2025-05-19,8,287,True,1
SESS_001369,CUST_00094,2025-05-20,2,87,False,0
SESS_001370,CUST_00125,2025-05-20,2,197,False,0
SESS_001371,CUST_00180,2025-05-20,1,149,False,0
SESS_001372,CUST_00210,2025-05-20,5,240,True,0
SESS_001373,CUST_00281,2025-05-20,4,173,False,0
SESS_001374,CUST_00040,2025-05-21,6,477,True,0
SESS_001375,CUST_00113,2025-05-21,10,252,True,0
SESS_001376,CUST_00120,2025-05-21,2,116,False,0
SESS_001377,CUST_00221,2025-05-21,10,465,True,0
SESS_001378,CUST_00232,2025-05-21,19,689,False,0
SESS_001379,CUST_00266,2025-05-21,4,127,False,0
SESS_001380,CUST_00019,2025-05-22,3,196,False,0
SESS_001381,CUST_00056,2025-05-22,12,283,True,0
SESS_001382,CUST_00101,2025-05-22,2,152,False,0
SESS_001383,CUST_00200,2025-05-22,12,132,True,0
SESS_001384,CUST_00256,2025-05-22,3,166,False,0
SESS_001385,CUST_00023,2025-05-23,6,254,False,0
SESS_001386,CUST_00055,2025-05-23,8,220,False,0
SESS_001387,CUST_00061,2025-05-23,3,133,False,0
SESS_001388,CUST_00152,2025-05-23,6,209,False,0
SESS_001389,CUST_00159,2025-05-23,6,127,False,0
SESS_001390,CUST_00175,2025-05-23,1,63,False,0
SESS_001391,CUST_00236,2025-05-23,8,268,True,0
SESS_001392,CUST_00249,2025-05-23,5,959,False,0
SESS_001393,CUST_00270,2025-05-23,10,539,False,0
SESS_001394,CUST_00285,2025-05-23,13,253,True,0
SESS_001395,CUST_00292,2025-05-23,7,941,False,0
SESS_001396,CUST_00029,2025-05-24,1,92,False,0
SESS_001397,CUST_00129,2025-05-24,6,29,False,0
SESS_001398,CUST_00132,2025-05-24,11,452,True,0
SESS_001399,CUST_00258,2025-05-24,17,829,False,0
SESS_001400,CUST_00282,2025-05-24,2,192,False,0
SESS_001401,CUST_00283,2025-05-24,18,455,False,0
SESS_001402,CUST_00179,2025-05-25,3,102,False,0
SESS_001403,CUST_00198,2025-05-25,21,504,False,0
SESS_001404,CUST_00223,2025-05-25,1,141,False,0
SESS_001405,CUST_00244,2025-05-25,1,237,False,0
SESS_001406,CUST_00057,2025-05-26,3,234,False,0
SESS_001407,CUST_00102,2025-05-26,6,257,True,0
SESS_001408,CUST_00220,2025-05-26,3,150,True,0
SESS_001409,CUST_00270,2025-05-26,8,563,False,0
SESS_001410,CUST_00293,2025-05-26,9,764,False,0
SESS_001411,CUST_00106,2025-05-27,1,233,False,0
SESS_001412,CUST_00155,2025-05-27,1,102,False,0
SESS_001413,CUST_00164,2025-05-27,9,292,False,0
SESS_001414,CUST_00217,2025-05-27,21,254,False,0
SESS_001415,CUST_00269,2025-05-27,5,344,True,0
SESS_001416,CUST_00295,2025-05-27,10,596,False,1
SESS_001417,CUST_00225,2025-05-28,4,159,False,0
SESS_001418,CUST_00253,2025-05-28,3,221,True,0
SESS_001419,CUST_00279,2025-05-28,3,175,False,0
SESS_001420,CUST_00144,2025-05-29,1,57,False,0
SESS_001421,CUST_00171,2025-05-29,7,207,True,0
SESS_001422,CUST_00230,2025-05-29,14,221,False,1
SESS_001423,CUST_00067,2025-05-30,2,103,False,0
SESS_001424,CUST_00087,2025-05-30,1,134,False,0
SESS_001425,CUST_00217,2025-05-30,12,487,False,0
SESS_001426,CUST_00218,2025-05-30,4,33,False,0
SESS_001427,CUST_00221,2025-05-30,4,134,True,0
SESS_001428,CUST_00232,2025-05-30,6,520,False,0
SESS_001429,CUST_00234,2025-05-30,15,380,False,0
SESS_001430,CUST_00268,2025-05-30,9,822,False,0
SESS_001431,CUST_00285,2025-05-30,7,80,True,0
SESS_001432,CUST_00289,2025-05-30,5,294,False,0
SESS_001433,CUST_00290,2025-05-30,13,818,False,0
SESS_001434,CUST_00291,2025-05-30,18,822,False,0
SESS_001435,CUST_00298,2025-05-30,6,207,False,0
SESS_001436,CUST_00137,2025-05-31,3,389,True,0
SESS_001437,CUST_00138,2025-05-31,4,374,True,0
SESS_001438,CUST_00147,2025-05-31,3,227,False,0
SESS_001439,CUST_00156,2025-05-31,2,190,False,0
SESS_001440,CUST_00198,2025-05-31,16,766,False,0
SESS_001441,CUST_00212,2025-05-31,2,46,False,0
SESS_001442,CUST_00258,2025-05-31,12,350,False,0
SESS_001443,CUST_00268,2025-05-31,8,573,False,0
SESS_001444,CUST_00296,2025-05-31,17,542,False,0
SESS_001445,CUST_00097,2025-06-01,4,273,True,0
SESS_001446,CUST_00147,2025-06-01,1,151,False,0
SESS_001447,CUST_00246,2025-06-01,18,247,False,0
SESS_001448,CUST_00271,2025-06-01,3,23,False,0
SESS_001449,CUST_00066,2025-06-02,4,141,True,0
SESS_001450,CUST_00110,2025-06-02,2,123,False,0
SESS_001451,CUST_00203,2025-06-02,2,198,False,0
SESS_001452,CUST_00287,2025-06-02,7,316,False,0
SESS_001453,CUST_00299,2025-06-02,6,490,False,0
SESS_001454,CUST_00115,2025-06-03,4,97,False,0
SESS_001455,CUST_00151,2025-06-03,1,228,False,0
SESS_001456,CUST_00216,2025-06-03,11,354,True,0
SESS_001457,CUST_00226,2025-06-03,8,862,False,0
SESS_001458,CUST_00226,2025-06-03,3,208,False,0
SESS_001459,CUST_00254,2025-06-03,3,242,True,0
SESS_001460,CUST_00259,2025-06-03,2,60,False,0
SESS_001461,CUST_00276,2025-06-03,8,530,False,0
SESS_001462,CUST_00288,2025-06-03,20,287,False,0
SESS_001463,CUST_00288,2025-06-03,22,860,False,0
SESS_001464,CUST_00288,2025-06-03,7,361,True,0
SESS_001465,CUST_00290,2025-06-03,2,191,False,0
SESS_001466,CUST_00298,2025-06-03,6,273,True,0
SESS_001467,CUST_00072,2025-06-04,2,111,False,0
SESS_001468,CUST_00073,2025-06-04,4,226,False,0
SESS_001469,CUST_00106,2025-06-04,16,352,False,0
SESS_001470,CUST_00190,2025-06-04,22,405,False,0
SESS_001471,CUST_00237,2025-06-04,3,60,False,0
SESS_001472,CUST_00258,2025-06-04,1,30,False,0
SESS_001473,CUST_00299,2025-06-04,6,325,True,0
SESS_001474,CUST_00012,2025-06-05,1,211,False,0
SESS_001475,CUST_00136,2025-06-05,4,120,False,0
SESS_001476,CUST_00171,2025-06-05,1,173,False,0
SESS_001477,CUST_00198,2025-06-05,5,621,False,0
SESS_001478,CUST_00205,2025-06-05,11,826,False,0
SESS_001479,CUST_00222,2025-06-05,13,200,False,0
SESS_001480,CUST_00259,2025-06-05,2,182,False,0
SESS_001481,CUST_00029,2025-06-06,5,363,True,0
SESS_001482,CUST_00043,2025-06-06,3,353,True,0
SESS_001483,CUST_00154,2025-06-06,3,41,False,0
SESS_001484,CUST_00160,2025-06-06,1,94,False,0
SESS_001485,CUST_00188,2025-06-06,21,649,False,0
SESS_001486,CUST_00256,2025-06-06,2,54,False,0
SESS_001487,CUST_00260,2025-06-06,4,233,True,0
SESS_001488,CUST_00299,2025-06-06,4,228,False,0
SESS_001489,CUST_00030,2025-06-07,2,233,False,1
SESS_001490,CUST_00120,2025-06-07,1,71,False,0
SESS_001491,CUST_00258,2025-06-07,16,382,False,0
SESS_001492,CUST_00270,2025-06-07,1,62,False,0
SESS_001493,CUST_00277,2025-06-07,6,147,False,0
SESS_001494,CUST_00059,2025-06-08,1,63,False,0
SESS_001495,CUST_00175,2025-06-08,7,425,False,0
SESS_001496,CUST_00200,2025-06-08,16,707,False,0
SESS_001497,CUST_00214,2025-06-08,11,617,False,0
SESS_001498,CUST_00247,2025-06-08,3,464,True,0
SESS_001499,CUST_00258,2025-06-08,2,219,False,0
SESS_001500,CUST_00263,2025-06-08,6,447,True,0
SESS_001501,CUST_00268,2025-06-08,18,391,False,0
SESS_001502,CUST_00300,2025-06-08,9,771,False,0
SESS_001503,CUST_00036,2025-06-09,2,156,False,0
SESS_001504,CUST_00067,2025-06-09,4,61,False,0
SESS_001505,CUST_00149,2025-06-09,4,97,False,0
SESS_001506,CUST_00225,2025-06-09,12,302,True,0
SESS_001507,CUST_00231,2025-06-09,2,73,False,0
SESS_001508,CUST_00238,2025-06-09,3,154,True,0
SESS_001509,CUST_00085,2025-06-10,1,169,False,0
SESS_001510,CUST_00091,2025-06-10,11,180,False,1
SESS_001511,CUST_00127,2025-06-10,6,546,False,0
SESS_001512,CUST_00143,2025-06-10,15,877,False,0
SESS_001513,CUST_00174,2025-06-10,4,55,False,0
SESS_001514,CUST_00188,2025-06-10,20,909,False,0
SESS_001515,CUST_00208,2025-06-10,2,178,False,0
SESS_001516,CUST_00218,2025-06-10,2,232,False,0
SESS_001517,CUST_00256,2025-06-10,2,108,False,0
SESS_001518,CUST_00270,2025-06-10,19,314,False,0
SESS_001519,CUST_00084,2025-06-11,4,159,False,0
SESS_001520,CUST_00119,2025-06-11,11,347,False,0
SESS_001521,CUST_00150,2025-06-11,5,346,False,0
SESS_001522,CUST_00186,2025-06-11,2,201,False,0
SESS_001523,CUST_00286,2025-06-11,13,332,False,0
SESS_001524,CUST_00286,2025-06-11,12,341,False,0
SESS_001525,CUST_00297,2025-06-11,8,376,True,0
SESS_001526,CUST_00297,2025-06-12,10,163,True,0
SESS_001527,CUST_00303,2025-06-12,14,317,False,0
SESS_001528,CUST_00113,2025-06-13,2,70,False,0
SESS_001529,CUST_00128,2025-06-13,4,221,False,0
SESS_001530,CUST_00274,2025-06-13,16,851,False,0
SESS_001531,CUST_00290,2025-06-13,2,40,False,1
SESS_001532,CUST_00042,2025-06-14,1,230,False,0
SESS_001533,CUST_00102,2025-06-14,11,461,False,0
SESS_001534,CUST_00118,2025-06-14,1,26,False,0
SESS_001535,CUST_00155,2025-06-14,2,23,False,0
SESS_001536,CUST_00291,2025-06-14,1,29,False,0
SESS_001537,CUST_00294,2025-06-14,14,458,False,0
SESS_001538,CUST_00064,2025-06-15,7,452,True,0
SESS_001539,CUST_00067,2025-06-15,9,257,True,0
SESS_001540,CUST_00100,2025-06-15,6,37,False,0
SESS_001541,CUST_00128,2025-06-15,6,22,False,0
SESS_001542,CUST_00213,2025-06-15,9,268,True,0
SESS_001543,CUST_00231,2025-06-15,4,85,False,0
SESS_001544,CUST_00270,2025-06-15,19,872,False,0
SESS_001545,CUST_00301,2025-06-15,21,656,False,0
SESS_001546,CUST_00065,2025-06-16,13,110,True,0
SESS_001547,CUST_00095,2025-06-16,4,234,False,0
SESS_001548,CUST_00111,2025-06-16,13,307,True,0
SESS_001549,CUST_00230,2025-06-16,3,209,False,0
SESS_001550,CUST_00306,2025-06-16,2,80,False,0
SESS_001551,CUST_00145,2025-06-17,17,257,False,0
SESS_001552,CUST_00217,2025-06-17,2,87,False,0
SESS_001553,CUST_00075,2025-06-18,2,32,False,0
SESS_001554,CUST_00098,2025-06-18,2,231,False,0
SESS_001555,CUST_00258,2025-06-18,5,269,False,0
SESS_001556,CUST_00263,2025-06-18,2,226,False,0
SESS_001557,CUST_00306,2025-06-18,5,80,True,0
SESS_001558,CUST_00080,2025-06-19,12,433,True,0
SESS_001559,CUST_00091,2025-06-19,4,269,True,0
SESS_001560,CUST_00110,2025-06-19,12,275,False,0
SESS_001561,CUST_00210,2025-06-19,22,768,False,0
SESS_001562,CUST_00213,2025-06-19,1,214,False,0
SESS_001563,CUST_00244,2025-06-19,3,126,False,0
SESS_001564,CUST_00287,2025-06-19,6,450,True,0
SESS_001565,CUST_00305,2025-06-19,17,590,False,0
SESS_001566,CUST_00136,2025-06-20,2,81,False,0
SESS_001567,CUST_00138,2025-06-20,12,285,True,0
SESS_001568,CUST_00192,2025-06-20,2,157,False,0
SESS_001569,CUST_00195,2025-06-20,1,234,False,0
SESS_001570,CUST_00207,2025-06-20,4,474,True,0
SESS_001571,CUST_00234,2025-06-20,6,432,False,0
SESS_001572,CUST_00240,2025-06-20,6,184,False,0
SESS_001573,CUST_00306,2025-06-20,12,214,False,0
SESS_001574,CUST_00060,2025-06-21,1,111,False,0
SESS_001575,CUST_00114,2025-06-21,1,23,False,0
SESS_001576,CUST_00140,2025-06-21,10,452,True,0
SESS_001577,CUST_00198,2025-06-21,6,103,False,0
SESS_001578,CUST_00249,2025-06-21,21,312,False,0
SESS_001579,CUST_00258,2025-06-21,6,629,False,0
SESS_001580,CUST_00258,2025-06-21,2,73,False,0
SESS_001581,CUST_00273,2025-06-21,1,202,False,0
SESS_001582,CUST_00078,2025-06-22,10,937,False,0
SESS_001583,CUST_00145,2025-06-22,1,23,False,0
SESS_001584,CUST_00226,2025-06-22,1,64,False,0
SESS_001585,CUST_00304,2025-06-22,19,490,False,0
SESS_001586,CUST_00307,2025-06-22,1,126,False,0
SESS_001587,CUST_00308,2025-06-22,10,568,False,0
SESS_001588,CUST_00123,2025-06-23,2,175,False,0
SESS_001589,CUST_00169,2025-06-23,8,330,False,0
SESS_001590,CUST_00214,2025-06-23,19,855,False,0
SESS_001591,CUST_00237,2025-06-23,15,459,False,0
SESS_001592,CUST_00238,2025-06-23,3,71,False,0
SESS_001593,CUST_00270,2025-06-23,13,279,False,0
SESS_001594,CUST_00298,2025-06-23,3,40,False,0
SESS_001595,CUST_00027,2025-06-24,18,485,False,0
SESS_001596,CUST_00055,2025-06-24,9,531,False,0
SESS_001597,CUST_00090,2025-06-24,2,218,False,0
SESS_001598,CUST_00106,2025-06-24,11,902,False,0
SESS_001599,CUST_00145,2025-06-24,12,516,False,0
SESS_001600,CUST_00290,2025-06-24,1,105,False,0
SESS_001601,CUST_00071,2025-06-25,7,140,True,0
SESS_001602,CUST_00092,2025-06-25,3,166,False,0
SESS_001603,CUST_00093,2025-06-25,7,427,True,0
SESS_001604,CUST_00109,2025-06-25,12,176,True,0
SESS_001605,CUST_00125,2025-06-25,4,43,False,0
SESS_001606,CUST_00307,2025-06-25,11,540,False,0
SESS_001607,CUST_00313,2025-06-25,4,73,False,0
SESS_001608,CUST_00008,2025-06-26,2,166,False,0
SESS_001609,CUST_00072,2025-06-26,9,128,True,0
SESS_001610,CUST_00128,2025-06-26,4,108,False,0
SESS_001611,CUST_00151,2025-06-26,1,192,False,0
SESS_001612,CUST_00162,2025-06-26,3,121,False,0
SESS_001613,CUST_00166,2025-06-26,1,54,False,0
SESS_001614,CUST_00192,2025-06-26,10,316,True,0
SESS_001615,CUST_00220,2025-06-26,3,78,False,0
SESS_001616,CUST_00235,2025-06-26,3,45,False,0
SESS_001617,CUST_00259,2025-06-26,6,78,False,0
SESS_001618,CUST_00056,2025-06-27,1,154,False,0
SESS_001619,CUST_00077,2025-06-27,1,58,False,0
SESS_001620,CUST_00173,2025-06-27,3,38,False,0
