order_item_id,order_id,product_id,quantity,unit_price,line_total
558,ORD_00228,PROD_004,1,103.0,103.0
559,ORD_00229,PROD_009,3,66.0,198.0
560,ORD_00229,PROD_027,2,83.5,167.0
561,ORD_00230,PROD_036,1,98.5,98.5
562,ORD_00230,PROD_048,3,208.99,626.97
563,ORD_00230,PROD_040,1,104.99,104.99
564,ORD_00230,PROD_039,1,64.5,64.5
565,ORD_00231,PROD_020,1,24.5,24.5
566,ORD_00231,PROD_014,1,183.0,183.0
567,ORD_00232,PROD_037,2,98.99,197.98
568,ORD_00232,PROD_008,1,68.5,68.5
569,ORD_00232,PROD_001,1,54.0,54.0
570,ORD_00232,PROD_040,1,104.99,104.99
571,ORD_00233,PROD_031,1,100.5,100.5
572,ORD_00233,PROD_001,1,54.0,54.0
573,ORD_00234,PROD_006,1,102.0,102.0
574,ORD_00235,PROD_011,1,79.0,79.0
575,ORD_00235,PROD_004,1,103.0,103.0
576,ORD_00236,PROD_048,1,208.99,208.99
577,ORD_00236,PROD_037,1,98.99,98.99
578,ORD_00237,PROD_009,1,66.0,66.0
579,ORD_00237,PROD_042,2,65.0,130.0
580,ORD_00238,PROD_044,1,176.99,176.99
581,ORD_00238,PROD_012,1,153.0,153.0
582,ORD_00238,PROD_015,1,41.0,41.0
583,ORD_00239,PROD_011,2,79.0,158.0
584,ORD_00239,PROD_035,1,25.5,25.5
585,ORD_00239,PROD_007,3,101.99,305.97
586,ORD_00240,PROD_015,1,41.0,41.0
587,ORD_00240,PROD_049,1,97.0,97.0
588,ORD_00241,PROD_009,1,66.0,66.0
589,ORD_00242,PROD_049,1,97.0,97.0
590,ORD_00242,PROD_044,1,176.99,176.99
591,ORD_00242,PROD_016,1,114.99,114.99
592,ORD_00243,PROD_034,2,113.5,227.0
593,ORD_00243,PROD_041,1,212.5,212.5
594,ORD_00243,PROD_027,1,83.5,83.5
595,ORD_00243,PROD_025,1,53.0,53.0
596,ORD_00244,PROD_012,1,153.0,153.0
597,ORD_00244,PROD_050,1,90.99,90.99
598,ORD_00245,PROD_017,1,53.0,53.0
599,ORD_00245,PROD_023,1,73.99,73.99
600,ORD_00245,PROD_048,1,208.99,208.99
601,ORD_00246,PROD_009,1,66.0,66.0
602,ORD_00246,PROD_013,1,154.5,154.5
603,ORD_00246,PROD_022,2,38.99,77.98
604,ORD_00246,PROD_002,1,131.99,131.99
605,ORD_00246,PROD_008,2,68.5,137.0
606,ORD_00246,PROD_045,1,58.99,58.99
607,ORD_00247,PROD_026,1,41.99,41.99
608,ORD_00247,PROD_028,10,73.5,735.0
609,ORD_00247,PROD_033,1,48.0,48.0
610,ORD_00248,PROD_038,3,170.0,510.0
611,ORD_00248,PROD_050,2,90.99,181.98
612,ORD_00249,PROD_009,1,66.0,66.0
613,ORD_00250,PROD_018,2,52.0,104.0
614,ORD_00250,PROD_025,1,53.0,53.0
615,ORD_00250,PROD_049,2,97.0,194.0
616,ORD_00250,PROD_007,2,101.99,203.98
617,ORD_00250,PROD_012,1,153.0,153.0
618,ORD_00251,PROD_018,1,52.0,52.0
619,ORD_00251,PROD_025,1,53.0,53.0
620,ORD_00251,PROD_031,1,100.5,100.5
621,ORD_00251,PROD_023,1,73.99,73.99
622,ORD_00252,PROD_023,2,73.99,147.98
623,ORD_00253,PROD_024,2,38.0,76.0
624,ORD_00253,PROD_013,1,154.5,154.5
625,ORD_00254,PROD_041,1,212.5,212.5
626,ORD_00255,PROD_006,2,102.0,204.0
627,ORD_00256,PROD_018,1,52.0,52.0
628,ORD_00257,PROD_024,1,38.0,38.0
629,ORD_00257,PROD_040,1,104.99,104.99
630,ORD_00257,PROD_011,2,79.0,158.0
631,ORD_00257,PROD_028,1,73.5,73.5
632,ORD_00258,PROD_011,1,79.0,79.0
633,ORD_00259,PROD_033,1,48.0,48.0
634,ORD_00260,PROD_007,2,101.99,203.98
635,ORD_00260,PROD_010,2,191.0,382.0
636,ORD_00261,PROD_037,1,98.99,98.99
637,ORD_00261,PROD_045,1,58.99,58.99
638,ORD_00261,PROD_010,9,191.0,1719.0
639,ORD_00261,PROD_035,1,25.5,25.5
640,ORD_00261,PROD_005,1,116.0,116.0
641,ORD_00262,PROD_004,2,103.0,206.0
642,ORD_00263,PROD_048,1,208.99,208.99
643,ORD_00263,PROD_017,1,53.0,53.0
644,ORD_00263,PROD_046,2,84.0,168.0
645,ORD_00263,PROD_029,1,62.5,62.5
646,ORD_00263,PROD_050,2,90.99,181.98
647,ORD_00263,PROD_031,1,100.5,100.5
648,ORD_00264,PROD_014,1,183.0,183.0
649,ORD_00265,PROD_017,1,53.0,53.0
650,ORD_00265,PROD_013,1,154.5,154.5
651,ORD_00265,PROD_047,1,114.0,114.0
652,ORD_00266,PROD_003,1,131.5,131.5
653,ORD_00267,PROD_013,4,154.5,618.0
654,ORD_00267,PROD_031,1,100.5,100.5
655,ORD_00268,PROD_024,5,38.0,190.0
656,ORD_00268,PROD_008,1,68.5,68.5
657,ORD_00269,PROD_014,1,183.0,183.0
658,ORD_00269,PROD_040,1,104.99,104.99
659,ORD_00269,PROD_009,1,66.0,66.0
660,ORD_00269,PROD_017,1,53.0,53.0
661,ORD_00269,PROD_048,1,208.99,208.99
662,ORD_00270,PROD_026,2,41.99,83.98
663,ORD_00270,PROD_014,2,183.0,366.0
664,ORD_00270,PROD_028,1,73.5,73.5
665,ORD_00270,PROD_027,1,83.5,83.5
666,ORD_00270,PROD_005,1,116.0,116.0
667,ORD_00270,PROD_048,2,208.99,417.98
668,ORD_00271,PROD_008,1,68.5,68.5
669,ORD_00272,PROD_010,4,191.0,764.0
670,ORD_00272,PROD_042,4,65.0,260.0
671,ORD_00272,PROD_045,1,58.99,58.99
672,ORD_00272,PROD_038,2,170.0,340.0
673,ORD_00273,PROD_046,1,84.0,84.0
674,ORD_00274,PROD_018,1,52.0,52.0
675,ORD_00275,PROD_040,1,104.99,104.99
676,ORD_00276,PROD_034,2,113.5,227.0
677,ORD_00276,PROD_044,10,176.99,1769.9
678,ORD_00276,PROD_047,1,114.0,114.0
679,ORD_00276,PROD_013,1,154.5,154.5
680,ORD_00277,PROD_020,1,24.5,24.5
681,ORD_00278,PROD_006,1,102.0,102.0
682,ORD_00278,PROD_037,4,98.99,395.96
683,ORD_00278,PROD_012,1,153.0,153.0
684,ORD_00279,PROD_041,1,212.5,212.5
685,ORD_00279,PROD_024,1,38.0,38.0
686,ORD_00280,PROD_047,1,114.0,114.0
687,ORD_00281,PROD_045,1,58.99,58.99
688,ORD_00281,PROD_036,4,98.5,394.0
689,ORD_00281,PROD_049,1,97.0,97.0
690,ORD_00282,PROD_041,2,212.5,425.0
691,ORD_00282,PROD_019,3,66.5,199.5
692,ORD_00283,PROD_043,1,179.5,179.5
693,ORD_00283,PROD_025,1,53.0,53.0
694,ORD_00283,PROD_016,2,114.99,229.98
695,ORD_00284,PROD_034,3,113.5,340.5
696,ORD_00285,PROD_006,2,102.0,204.0
697,ORD_00285,PROD_030,1,35.99,35.99
698,ORD_00286,PROD_001,1,54.0,54.0
699,ORD_00286,PROD_017,1,53.0,53.0
700,ORD_00287,PROD_001,3,54.0,162.0
701,ORD_00288,PROD_022,1,38.99,38.99
702,ORD_00289,PROD_006,1,102.0,102.0
703,ORD_00290,PROD_050,1,90.99,90.99
704,ORD_00290,PROD_002,1,131.99,131.99
705,ORD_00290,PROD_030,1,35.99,35.99
706,ORD_00290,PROD_036,1,98.5,98.5
707,ORD_00291,PROD_010,1,191.0,191.0
708,ORD_00291,PROD_018,2,52.0,104.0
709,ORD_00291,PROD_008,1,68.5,68.5
710,ORD_00291,PROD_014,2,183.0,366.0
711,ORD_00292,PROD_035,2,25.5,51.0
712,ORD_00293,PROD_010,1,191.0,191.0
713,ORD_00293,PROD_032,2,44.99,89.98
714,ORD_00294,PROD_045,1,58.99,58.99
715,ORD_00294,PROD_024,1,38.0,38.0
716,ORD_00294,PROD_030,2,35.99,71.98
717,ORD_00294,PROD_016,1,114.99,114.99
718,ORD_00294,PROD_038,1,170.0,170.0
719,ORD_00294,PROD_002,1,131.99,131.99
720,ORD_00295,PROD_023,1,73.99,73.99
721,ORD_00295,PROD_028,1,73.5,73.5
722,ORD_00295,PROD_035,4,25.5,102.0
723,ORD_00296,PROD_019,1,66.5,66.5
724,ORD_00296,PROD_046,2,84.0,168.0
725,ORD_00296,PROD_005,1,116.0,116.0
726,ORD_00297,PROD_044,1,176.99,176.99
727,ORD_00297,PROD_038,3,170.0,510.0
728,ORD_00298,PROD_033,1,48.0,48.0
729,ORD_00298,PROD_011,1,79.0,79.0
730,ORD_00299,PROD_024,1,38.0,38.0
731,ORD_00299,PROD_006,1,102.0,102.0
732,ORD_00300,PROD_050,1,90.99,90.99
733,ORD_00301,PROD_011,2,79.0,158.0
734,ORD_00301,PROD_006,1,102.0,102.0
735,ORD_00302,PROD_049,1,97.0,97.0
736,ORD_00303,PROD_004,1,103.0,103.0
737,ORD_00303,PROD_011,1,79.0,79.0
738,ORD_00304,PROD_006,2,102.0,204.0
739,ORD_00304,PROD_012,1,153.0,153.0
740,ORD_00305,PROD_036,1,98.5,98.5
741,ORD_00305,PROD_041,1,212.5,212.5
742,ORD_00306,PROD_042,2,65.0,130.0
743,ORD_00307,PROD_031,1,100.5,100.5
744,ORD_00308,PROD_009,1,66.0,66.0
745,ORD_00308,PROD_046,2,84.0,168.0
746,ORD_00309,PROD_015,2,41.0,82.0
747,ORD_00309,PROD_016,1,114.99,114.99
748,ORD_00309,PROD_010,1,191.0,191.0
749,ORD_00309,PROD_028,1,73.5,73.5
750,ORD_00310,PROD_042,1,65.0,65.0
751,ORD_00311,PROD_021,1,87.0,87.0
752,ORD_00312,PROD_030,1,35.99,35.99
753,ORD_00312,PROD_020,3,24.5,73.5
754,ORD_00313,PROD_041,1,212.5,212.5
755,ORD_00313,PROD_038,1,170.0,170.0
756,ORD_00313,PROD_009,1,66.0,66.0
757,ORD_00314,PROD_029,2,62.5,125.0
758,ORD_00314,PROD_050,1,90.99,90.99
759,ORD_00314,PROD_046,1,84.0,84.0
760,ORD_00314,PROD_031,1,100.5,100.5
761,ORD_00315,PROD_032,1,44.99,44.99
762,ORD_00315,PROD_001,3,54.0,162.0
763,ORD_00316,PROD_008,1,68.5,68.5
764,ORD_00316,PROD_023,1,73.99,73.99
765,ORD_00316,PROD_018,1,52.0,52.0
766,ORD_00316,PROD_007,1,101.99,101.99
767,ORD_00316,PROD_002,10,131.99,1319.9
768,ORD_00317,PROD_008,4,68.5,274.0
769,ORD_00317,PROD_033,1,48.0,48.0
770,ORD_00318,PROD_003,1,131.5,131.5
771,ORD_00318,PROD_002,1,131.99,131.99
772,ORD_00318,PROD_030,3,35.99,107.97
773,ORD_00318,PROD_042,1,65.0,65.0
774,ORD_00319,PROD_041,8,212.5,1700.0
775,ORD_00320,PROD_032,1,44.99,44.99
776,ORD_00320,PROD_022,1,38.99,38.99
777,ORD_00320,PROD_046,1,84.0,84.0
778,ORD_00321,PROD_035,1,25.5,25.5
779,ORD_00321,PROD_013,3,154.5,463.5
780,ORD_00321,PROD_030,2,35.99,71.98
781,ORD_00322,PROD_013,1,154.5,154.5
782,ORD_00322,PROD_042,2,65.0,130.0
783,ORD_00323,PROD_042,1,65.0,65.0
784,ORD_00324,PROD_036,3,98.5,295.5
785,ORD_00324,PROD_011,2,79.0,158.0
786,ORD_00324,PROD_006,1,102.0,102.0
787,ORD_00324,PROD_010,1,191.0,191.0
788,ORD_00324,PROD_005,1,116.0,116.0
789,ORD_00325,PROD_007,1,101.99,101.99
790,ORD_00325,PROD_015,1,41.0,41.0
791,ORD_00325,PROD_003,1,131.5,131.5
792,ORD_00326,PROD_039,1,64.5,64.5
793,ORD_00326,PROD_002,1,131.99,131.99
794,ORD_00326,PROD_024,1,38.0,38.0
795,ORD_00327,PROD_018,3,52.0,156.0
796,ORD_00327,PROD_048,2,208.99,417.98
797,ORD_00327,PROD_023,2,73.99,147.98
798,ORD_00328,PROD_009,1,66.0,66.0
799,ORD_00328,PROD_032,1,44.99,44.99
800,ORD_00328,PROD_050,1,90.99,90.99
801,ORD_00329,PROD_004,2,103.0,206.0
802,ORD_00329,PROD_034,1,113.5,113.5
803,ORD_00329,PROD_011,1,79.0,79.0
804,ORD_00329,PROD_037,1,98.99,98.99
805,ORD_00330,PROD_015,2,41.0,82.0
806,ORD_00330,PROD_033,3,48.0,144.0
807,ORD_00330,PROD_004,1,103.0,103.0
808,ORD_00331,PROD_043,2,179.5,359.0
809,ORD_00331,PROD_039,1,64.5,64.5
810,ORD_00331,PROD_047,1,114.0,114.0
811,ORD_00332,PROD_028,2,73.5,147.0
812,ORD_00332,PROD_009,1,66.0,66.0
813,ORD_00332,PROD_003,1,131.5,131.5
814,ORD_00332,PROD_005,1,116.0,116.0
815,ORD_00332,PROD_015,1,41.0,41.0
816,ORD_00333,PROD_049,2,97.0,194.0
817,ORD_00333,PROD_028,1,73.5,73.5
818,ORD_00334,PROD_047,1,114.0,114.0
819,ORD_00335,PROD_026,1,41.99,41.99
820,ORD_00335,PROD_014,3,183.0,549.0
821,ORD_00336,PROD_036,1,98.5,98.5
822,ORD_00336,PROD_011,1,79.0,79.0
823,ORD_00336,PROD_004,1,103.0,103.0
824,ORD_00337,PROD_045,2,58.99,117.98
825,ORD_00337,PROD_029,1,62.5,62.5
826,ORD_00338,PROD_021,1,87.0,87.0
827,ORD_00339,PROD_032,1,44.99,44.99
828,ORD_00339,PROD_036,1,98.5,98.5
829,ORD_00339,PROD_040,1,104.99,104.99
830,ORD_00339,PROD_013,4,154.5,618.0
831,ORD_00339,PROD_028,1,73.5,73.5
832,ORD_00339,PROD_034,1,113.5,113.5
833,ORD_00340,PROD_033,1,48.0,48.0
834,ORD_00341,PROD_019,1,66.5,66.5
835,ORD_00342,PROD_016,2,114.99,229.98
836,ORD_00342,PROD_035,2,25.5,51.0
837,ORD_00343,PROD_046,1,84.0,84.0
838,ORD_00343,PROD_022,1,38.99,38.99
839,ORD_00343,PROD_007,4,101.99,407.96
840,ORD_00343,PROD_008,1,68.5,68.5
841,ORD_00344,PROD_038,1,170.0,170.0
842,ORD_00345,PROD_048,1,208.99,208.99
843,ORD_00345,PROD_023,2,73.99,147.98
844,ORD_00345,PROD_021,1,87.0,87.0
845,ORD_00346,PROD_043,1,179.5,179.5
846,ORD_00347,PROD_007,1,101.99,101.99
847,ORD_00347,PROD_029,2,62.5,125.0
848,ORD_00348,PROD_012,1,153.0,153.0
849,ORD_00349,PROD_019,1,66.5,66.5
850,ORD_00349,PROD_032,1,44.99,44.99
851,ORD_00349,PROD_033,2,48.0,96.0
852,ORD_00349,PROD_003,1,131.5,131.5
853,ORD_00349,PROD_038,1,170.0,170.0
854,ORD_00349,PROD_011,1,79.0,79.0
855,ORD_00350,PROD_010,1,191.0,191.0
856,ORD_00351,PROD_036,1,98.5,98.5
857,ORD_00351,PROD_025,4,53.0,212.0
858,ORD_00351,PROD_022,1,38.99,38.99
859,ORD_00352,PROD_047,2,114.0,228.0
860,ORD_00352,PROD_029,1,62.5,62.5
861,ORD_00352,PROD_031,1,100.5,100.5
862,ORD_00353,PROD_047,2,114.0,228.0
863,ORD_00353,PROD_018,1,52.0,52.0
864,ORD_00353,PROD_025,1,53.0,53.0
865,ORD_00354,PROD_044,2,176.99,353.98
866,ORD_00355,PROD_039,1,64.5,64.5
867,ORD_00355,PROD_031,1,100.5,100.5
868,ORD_00355,PROD_038,2,170.0,340.0
869,ORD_00356,PROD_022,2,38.99,77.98
870,ORD_00356,PROD_046,2,84.0,168.0
871,ORD_00356,PROD_029,1,62.5,62.5
872,ORD_00356,PROD_005,1,116.0,116.0
873,ORD_00356,PROD_047,1,114.0,114.0
874,ORD_00356,PROD_043,1,179.5,179.5
875,ORD_00357,PROD_002,1,131.99,131.99
876,ORD_00358,PROD_048,3,208.99,626.97
877,ORD_00359,PROD_044,4,176.99,707.96
878,ORD_00359,PROD_040,2,104.99,209.98
879,ORD_00359,PROD_018,1,52.0,52.0
880,ORD_00360,PROD_002,2,131.99,263.98
881,ORD_00360,PROD_028,1,73.5,73.5
882,ORD_00360,PROD_025,1,53.0,53.0
883,ORD_00361,PROD_019,1,66.5,66.5
884,ORD_00361,PROD_026,1,41.99,41.99
885,ORD_00362,PROD_008,1,68.5,68.5
886,ORD_00363,PROD_023,1,73.99,73.99
887,ORD_00363,PROD_018,1,52.0,52.0
888,ORD_00363,PROD_012,1,153.0,153.0
889,ORD_00363,PROD_030,1,35.99,35.99
890,ORD_00364,PROD_001,1,54.0,54.0
891,ORD_00364,PROD_039,1,64.5,64.5
892,ORD_00365,PROD_027,2,83.5,167.0
893,ORD_00365,PROD_002,2,131.99,263.98
894,ORD_00365,PROD_039,10,64.5,645.0
895,ORD_00365,PROD_010,1,191.0,191.0
896,ORD_00366,PROD_024,1,38.0,38.0
897,ORD_00367,PROD_043,1,179.5,179.5
898,ORD_00367,PROD_025,1,53.0,53.0
899,ORD_00367,PROD_012,1,153.0,153.0
900,ORD_00368,PROD_008,4,68.5,274.0
901,ORD_00368,PROD_043,1,179.5,179.5
902,ORD_00368,PROD_034,1,113.5,113.5
903,ORD_00369,PROD_012,2,153.0,306.0
904,ORD_00370,PROD_038,1,170.0,170.0
905,ORD_00370,PROD_041,2,212.5,425.0
906,ORD_00371,PROD_048,1,208.99,208.99
907,ORD_00372,PROD_023,1,73.99,73.99
908,ORD_00372,PROD_026,1,41.99,41.99
909,ORD_00372,PROD_032,1,44.99,44.99
910,ORD_00372,PROD_043,1,179.5,179.5
911,ORD_00373,PROD_013,1,154.5,154.5
912,ORD_00373,PROD_018,1,52.0,52.0
913,ORD_00374,PROD_033,1,48.0,48.0
914,ORD_00374,PROD_043,1,179.5,179.5
915,ORD_00375,PROD_005,1,116.0,116.0
916,ORD_00375,PROD_039,2,64.5,129.0
917,ORD_00376,PROD_003,1,131.5,131.5
918,ORD_00376,PROD_023,1,73.99,73.99
919,ORD_00377,PROD_032,1,44.99,44.99
920,ORD_00378,PROD_038,1,170.0,170.0
921,ORD_00378,PROD_046,3,84.0,252.0
922,ORD_00379,PROD_046,1,84.0,84.0
923,ORD_00379,PROD_006,1,102.0,102.0
924,ORD_00379,PROD_047,1,114.0,114.0
925,ORD_00380,PROD_032,1,44.99,44.99
926,ORD_00380,PROD_028,1,73.5,73.5
927,ORD_00380,PROD_001,1,54.0,54.0
928,ORD_00381,PROD_012,1,153.0,153.0
929,ORD_00381,PROD_036,2,98.5,197.0
930,ORD_00381,PROD_034,1,113.5,113.5
931,ORD_00382,PROD_001,2,54.0,108.0
932,ORD_00382,PROD_014,4,183.0,732.0
933,ORD_00382,PROD_041,1,212.5,212.5
934,ORD_00383,PROD_049,3,97.0,291.0
935,ORD_00383,PROD_013,1,154.5,154.5
936,ORD_00383,PROD_029,1,62.5,62.5
937,ORD_00383,PROD_001,1,54.0,54.0
938,ORD_00384,PROD_007,2,101.99,203.98
939,ORD_00385,PROD_017,3,53.0,159.0
940,ORD_00385,PROD_015,2,41.0,82.0
941,ORD_00385,PROD_014,1,183.0,183.0
942,ORD_00386,PROD_027,1,83.5,83.5
943,ORD_00387,PROD_005,1,116.0,116.0
944,ORD_00387,PROD_036,2,98.5,197.0
945,ORD_00387,PROD_029,1,62.5,62.5
946,ORD_00388,PROD_011,1,79.0,79.0
947,ORD_00388,PROD_013,1,154.5,154.5
948,ORD_00388,PROD_002,1,131.99,131.99
949,ORD_00389,PROD_047,1,114.0,114.0
950,ORD_00389,PROD_049,2,97.0,194.0
951,ORD_00389,PROD_021,3,87.0,261.0
952,ORD_00390,PROD_038,1,170.0,170.0
953,ORD_00390,PROD_045,1,58.99,58.99
954,ORD_00390,PROD_015,2,41.0,82.0
955,ORD_00391,PROD_048,1,208.99,208.99
956,ORD_00391,PROD_036,1,98.5,98.5
957,ORD_00392,PROD_006,1,102.0,102.0
958,ORD_00392,PROD_008,8,68.5,548.0
959,ORD_00393,PROD_046,2,84.0,168.0
960,ORD_00393,PROD_011,1,79.0,79.0
961,ORD_00394,PROD_016,2,114.99,229.98
962,ORD_00394,PROD_050,1,90.99,90.99
963,ORD_00394,PROD_026,1,41.99,41.99
964,ORD_00394,PROD_019,1,66.5,66.5
965,ORD_00394,PROD_015,1,41.0,41.0
966,ORD_00394,PROD_011,1,79.0,79.0
967,ORD_00395,PROD_048,1,208.99,208.99
968,ORD_00395,PROD_047,1,114.0,114.0
969,ORD_00396,PROD_035,1,25.5,25.5
970,ORD_00396,PROD_047,1,114.0,114.0
971,ORD_00396,PROD_050,1,90.99,90.99
972,ORD_00396,PROD_041,2,212.5,425.0
973,ORD_00397,PROD_044,1,176.99,176.99
974,ORD_00398,PROD_020,1,24.5,24.5
975,ORD_00398,PROD_005,1,116.0,116.0
976,ORD_00398,PROD_040,1,104.99,104.99
977,ORD_00398,PROD_008,2,68.5,137.0
978,ORD_00399,PROD_031,2,100.5,201.0
979,ORD_00399,PROD_016,1,114.99,114.99
980,ORD_00399,PROD_011,1,79.0,79.0
981,ORD_00400,PROD_042,2,65.0,130.0
982,ORD_00400,PROD_007,1,101.99,101.99
983,ORD_00400,PROD_025,1,53.0,53.0
984,ORD_00400,PROD_039,1,64.5,64.5
985,ORD_00401,PROD_028,1,73.5,73.5
986,ORD_00401,PROD_003,1,131.5,131.5
987,ORD_00401,PROD_033,1,48.0,48.0
988,ORD_00401,PROD_021,1,87.0,87.0
989,ORD_00401,PROD_010,1,191.0,191.0
990,ORD_00402,PROD_033,2,48.0,96.0
991,ORD_00402,PROD_002,1,131.99,131.99
992,ORD_00402,PROD_050,1,90.99,90.99
993,ORD_00403,PROD_027,1,83.5,83.5
994,ORD_00404,PROD_032,1,44.99,44.99
995,ORD_00405,PROD_033,1,48.0,48.0
996,ORD_00406,PROD_029,2,62.5,125.0
997,ORD_00407,PROD_037,1,98.99,98.99
998,ORD_00407,PROD_010,1,191.0,191.0
999,ORD_00407,PROD_025,1,53.0,53.0
1000,ORD_00407,PROD_028,1,73.5,73.5
1001,ORD_00407,PROD_045,8,58.99,471.92
1002,ORD_00408,PROD_037,1,98.99,98.99
1003,ORD_00409,PROD_017,1,53.0,53.0
1004,ORD_00409,PROD_027,2,83.5,167.0
1005,ORD_00410,PROD_036,1,98.5,98.5
1006,ORD_00410,PROD_044,1,176.99,176.99
1007,ORD_00410,PROD_008,1,68.5,68.5
1008,ORD_00411,PROD_039,1,64.5,64.5
1009,ORD_00411,PROD_045,1,58.99,58.99
1010,ORD_00411,PROD_040,3,104.99,314.97
1011,ORD_00412,PROD_017,1,53.0,53.0
1012,ORD_00412,PROD_019,1,66.5,66.5
1013,ORD_00413,PROD_047,1,114.0,114.0
1014,ORD_00413,PROD_006,1,102.0,102.0
1015,ORD_00414,PROD_014,1,183.0,183.0
1016,ORD_00414,PROD_015,1,41.0,41.0
1017,ORD_00414,PROD_026,1,41.99,41.99
1018,ORD_00414,PROD_037,1,98.99,98.99
1019,ORD_00414,PROD_025,3,53.0,159.0
1020,ORD_00415,PROD_048,4,208.99,835.96
1021,ORD_00415,PROD_002,1,131.99,131.99
1022,ORD_00415,PROD_027,1,83.5,83.5
1023,ORD_00415,PROD_008,2,68.5,137.0
1024,ORD_00415,PROD_011,2,79.0,158.0
1025,ORD_00416,PROD_027,1,83.5,83.5
1026,ORD_00416,PROD_049,2,97.0,194.0
1027,ORD_00417,PROD_017,1,53.0,53.0
1028,ORD_00417,PROD_014,1,183.0,183.0
1029,ORD_00418,PROD_001,1,54.0,54.0
1030,ORD_00418,PROD_030,1,35.99,35.99
1031,ORD_00418,PROD_034,3,113.5,340.5
1032,ORD_00419,PROD_009,1,66.0,66.0
1033,ORD_00420,PROD_002,1,131.99,131.99
1034,ORD_00420,PROD_050,1,90.99,90.99
1035,ORD_00421,PROD_017,1,53.0,53.0
1036,ORD_00422,PROD_014,2,183.0,366.0
1037,ORD_00422,PROD_046,1,84.0,84.0
1038,ORD_00422,PROD_015,1,41.0,41.0
1039,ORD_00423,PROD_049,1,97.0,97.0
1040,ORD_00424,PROD_024,1,38.0,38.0
1041,ORD_00425,PROD_048,2,208.99,417.98
1042,ORD_00425,PROD_027,1,83.5,83.5
1043,ORD_00425,PROD_021,1,87.0,87.0
1044,ORD_00425,PROD_004,1,103.0,103.0
1045,ORD_00426,PROD_007,1,101.99,101.99
1046,ORD_00426,PROD_035,1,25.5,25.5
1047,ORD_00427,PROD_025,2,53.0,106.0
1048,ORD_00427,PROD_007,3,101.99,305.97
1049,ORD_00427,PROD_005,2,116.0,232.0
1050,ORD_00427,PROD_014,4,183.0,732.0
1051,ORD_00428,PROD_012,2,153.0,306.0
1052,ORD_00428,PROD_007,1,101.99,101.99
1053,ORD_00429,PROD_006,3,102.0,306.0
1054,ORD_00429,PROD_043,1,179.5,179.5
1055,ORD_00430,PROD_017,4,53.0,212.0
1056,ORD_00430,PROD_013,1,154.5,154.5
1057,ORD_00430,PROD_008,1,68.5,68.5
1058,ORD_00431,PROD_026,2,41.99,83.98
1059,ORD_00432,PROD_005,1,116.0,116.0
1060,ORD_00433,PROD_012,1,153.0,153.0
1061,ORD_00433,PROD_035,1,25.5,25.5
1062,ORD_00433,PROD_039,4,64.5,258.0
1063,ORD_00434,PROD_029,1,62.5,62.5
1064,ORD_00435,PROD_046,2,84.0,168.0
1065,ORD_00435,PROD_004,1,103.0,103.0
1066,ORD_00436,PROD_045,3,58.99,176.97
1067,ORD_00436,PROD_050,1,90.99,90.99
1068,ORD_00436,PROD_012,1,153.0,153.0
1069,ORD_00437,PROD_018,3,52.0,156.0
1070,ORD_00438,PROD_019,5,66.5,332.5
1071,ORD_00438,PROD_021,1,87.0,87.0
1072,ORD_00438,PROD_039,1,64.5,64.5
1073,ORD_00438,PROD_011,1,79.0,79.0
1074,ORD_00438,PROD_003,1,131.5,131.5
1075,ORD_00439,PROD_014,2,183.0,366.0
1076,ORD_00440,PROD_048,1,208.99,208.99
1077,ORD_00441,PROD_043,1,179.5,179.5
1078,ORD_00441,PROD_021,2,87.0,174.0
1079,ORD_00441,PROD_040,1,104.99,104.99
1080,ORD_00442,PROD_010,1,191.0,191.0
1081,ORD_00443,PROD_024,1,38.0,38.0
1082,ORD_00444,PROD_036,1,98.5,98.5
1083,ORD_00445,PROD_019,3,66.5,199.5
1084,ORD_00445,PROD_050,1,90.99,90.99
1085,ORD_00445,PROD_005,10,116.0,1160.0
1086,ORD_00445,PROD_023,1,73.99,73.99
1087,ORD_00445,PROD_049,2,97.0,194.0
1088,ORD_00445,PROD_030,2,35.99,71.98
1089,ORD_00446,PROD_049,1,97.0,97.0
1090,ORD_00446,PROD_041,2,212.5,425.0
1091,ORD_00446,PROD_029,1,62.5,62.5
1092,ORD_00446,PROD_005,1,116.0,116.0
1093,ORD_00446,PROD_024,1,38.0,38.0
1094,ORD_00447,PROD_025,1,53.0,53.0
1095,ORD_00447,PROD_005,1,116.0,116.0
1096,ORD_00447,PROD_033,1,48.0,48.0
1097,ORD_00447,PROD_034,1,113.5,113.5
1098,ORD_00447,PROD_049,4,97.0,388.0
1099,ORD_00448,PROD_027,1,83.5,83.5
1100,ORD_00448,PROD_008,2,68.5,137.0
1101,ORD_00448,PROD_036,1,98.5,98.5
1102,ORD_00448,PROD_040,1,104.99,104.99
1103,ORD_00449,PROD_004,1,103.0,103.0
1104,ORD_00449,PROD_012,1,153.0,153.0
1105,ORD_00449,PROD_010,1,191.0,191.0
1106,ORD_00450,PROD_028,1,73.5,73.5
1107,ORD_00450,PROD_039,1,64.5,64.5
1108,ORD_00450,PROD_037,1,98.99,98.99
1109,ORD_00451,PROD_020,2,24.5,49.0
1110,ORD_00451,PROD_033,1,48.0,48.0
1111,ORD_00451,PROD_037,10,98.99,989.9
