spend_id,spend_date,channel_id,campaign_name,impressions,clicks,spend_usd
1391,2024-05-10,2,Search_Generic_HighIntent,16352,493,789.44
1392,2024-05-10,3,TikTok_Creator_Lifestyle,69230,1506,1284.22
1393,2024-05-10,4,Editorial_Lifestyle_Reviews,31041,654,325.15
1394,2024-05-11,2,Search_Competitor_Conquest,14391,394,636.06
1395,2024-05-11,3,Instagram_Story_Retargeting,84807,1211,754.8
1396,2024-05-11,4,Partner_Syndication_Cashback,23348,744,379.16
1397,2024-05-12,2,Search_Brand_Core,15041,511,776.56
1398,2024-05-12,3,Meta_Advantage_Catalog_Ads,43755,1080,1201.33
1399,2024-05-12,4,Affiliate_Creator_Network,55521,1171,500.03
1400,2024-05-13,2,Search_Generic_HighIntent,22371,888,1043.48
1401,2024-05-13,3,TikTok_Creator_Lifestyle,66224,1508,1335.58
1402,2024-05-13,4,Editorial_Lifestyle_Reviews,66765,1248,450.22
1403,2024-05-14,2,Search_Competitor_Conquest,21487,649,883.42
1404,2024-05-14,3,Instagram_Story_Retargeting,45327,1031,1062.83
1405,2024-05-14,4,Partner_Syndication_Cashback,31988,697,351.63
1406,2024-05-15,2,Search_Brand_Core,19486,707,848.2
1407,2024-05-15,3,Meta_Advantage_Catalog_Ads,188366,2263,1236.35
1408,2024-05-15,4,Affiliate_Creator_Network,13494,365,258.17
1409,2024-05-16,2,Search_Generic_HighIntent,13256,456,795.84
1410,2024-05-16,3,TikTok_Creator_Lifestyle,85960,1098,1267.68
1411,2024-05-16,4,Editorial_Lifestyle_Reviews,24594,510,297.92
1412,2024-05-17,2,Search_Competitor_Conquest,30871,833,919.5
1413,2024-05-17,3,Instagram_Story_Retargeting,81107,1159,922.17
1414,2024-05-17,4,Partner_Syndication_Cashback,15210,342,237.57
1415,2024-05-18,2,Search_Brand_Core,22832,734,699.47
1416,2024-05-18,3,Meta_Advantage_Catalog_Ads,63599,933,865.27
1417,2024-05-18,4,Affiliate_Creator_Network,28302,549,396.13
1418,2024-05-19,2,Search_Generic_HighIntent,20219,756,763.65
1419,2024-05-19,3,TikTok_Creator_Lifestyle,41641,908,995.75
1420,2024-05-19,4,Editorial_Lifestyle_Reviews,27102,866,485.21
1421,2024-05-20,2,Search_Competitor_Conquest,18139,571,731.41
1422,2024-05-20,3,Instagram_Story_Retargeting,80470,1809,1635.27
1423,2024-05-20,4,Partner_Syndication_Cashback,15372,384,284.59
1424,2024-05-21,2,Search_Brand_Core,14104,460,837.83
1425,2024-05-21,3,Meta_Advantage_Catalog_Ads,84671,1157,1051.97
1426,2024-05-21,4,Affiliate_Creator_Network,34660,674,288.14
1427,2024-05-22,2,Search_Generic_HighIntent,21415,689,1005.28
1428,2024-05-22,3,TikTok_Creator_Lifestyle,65345,1322,1059.94
1429,2024-05-22,4,Editorial_Lifestyle_Reviews,26575,624,451.27
1430,2024-05-23,2,Search_Competitor_Conquest,18207,662,879.52
1431,2024-05-23,3,Instagram_Story_Retargeting,68308,1312,1260.62
1432,2024-05-23,4,Partner_Syndication_Cashback,29141,679,331.54
1433,2024-05-24,2,Search_Brand_Core,15813,624,659.81
1434,2024-05-24,3,Meta_Advantage_Catalog_Ads,83408,1611,1047.71
1435,2024-05-24,4,Affiliate_Creator_Network,30262,895,405.55
1436,2024-05-25,2,Search_Generic_HighIntent,16519,634,930.77
1437,2024-05-25,3,TikTok_Creator_Lifestyle,37188,636,739.31
1438,2024-05-25,4,Editorial_Lifestyle_Reviews,38639,698,406.0
1439,2024-05-26,2,Search_Competitor_Conquest,13019,472,730.47
1440,2024-05-26,3,Instagram_Story_Retargeting,39258,906,924.9
1441,2024-05-26,4,Partner_Syndication_Cashback,39886,721,386.46
1442,2024-05-27,2,Search_Brand_Core,21609,920,1117.56
1443,2024-05-27,3,Meta_Advantage_Catalog_Ads,85920,1333,1194.05
1444,2024-05-27,4,Affiliate_Creator_Network,17153,428,282.46
1445,2024-05-28,2,Search_Generic_HighIntent,10684,473,859.71
1446,2024-05-28,3,TikTok_Creator_Lifestyle,109553,2161,1364.34
1447,2024-05-28,4,Editorial_Lifestyle_Reviews,45273,879,439.37
1448,2024-05-29,2,Search_Competitor_Conquest,19952,724,983.6
1449,2024-05-29,3,Instagram_Story_Retargeting,89474,1568,1450.33
1450,2024-05-29,4,Partner_Syndication_Cashback,29760,585,302.37
1451,2024-05-30,2,Search_Brand_Core,21572,662,1123.26
1452,2024-05-30,3,Meta_Advantage_Catalog_Ads,83417,1027,1141.86
1453,2024-05-30,4,Affiliate_Creator_Network,26643,737,394.62
1454,2024-05-31,2,Search_Generic_HighIntent,13862,451,692.84
1455,2024-05-31,3,TikTok_Creator_Lifestyle,126872,2284,1206.11
1456,2024-05-31,4,Editorial_Lifestyle_Reviews,39539,789,343.79
1457,2024-06-01,2,Search_Competitor_Conquest,19193,517,634.0
1458,2024-06-01,3,Instagram_Story_Retargeting,72880,1641,1285.86
1459,2024-06-01,4,Partner_Syndication_Cashback,40445,1097,419.56
1460,2024-06-02,2,Search_Brand_Core,23079,775,1164.5
1461,2024-06-02,3,Meta_Advantage_Catalog_Ads,124856,2366,1242.36
1462,2024-06-02,4,Affiliate_Creator_Network,39805,739,542.29
1463,2024-06-03,2,Search_Generic_HighIntent,21110,909,1079.13
1464,2024-06-03,3,TikTok_Creator_Lifestyle,35653,816,942.67
1465,2024-06-03,4,Editorial_Lifestyle_Reviews,24321,722,269.94
1466,2024-06-04,2,Search_Competitor_Conquest,11313,490,690.63
1467,2024-06-04,3,Instagram_Story_Retargeting,84790,1508,1173.57
1468,2024-06-04,4,Partner_Syndication_Cashback,13334,298,220.11
1469,2024-06-05,2,Search_Brand_Core,13616,603,706.11
1470,2024-06-05,3,Meta_Advantage_Catalog_Ads,36365,771,853.74
1471,2024-06-05,4,Affiliate_Creator_Network,19402,578,427.9
1472,2024-06-06,2,Search_Generic_HighIntent,28840,1180,1203.95
1473,2024-06-06,3,TikTok_Creator_Lifestyle,63962,1515,1333.85
1474,2024-06-06,4,Editorial_Lifestyle_Reviews,34288,849,536.49
1475,2024-06-07,2,Search_Competitor_Conquest,20259,653,827.38
1476,2024-06-07,3,Instagram_Story_Retargeting,144234,1876,1055.91
1477,2024-06-07,4,Partner_Syndication_Cashback,25298,785,414.69
1478,2024-06-08,2,Search_Brand_Core,30763,866,808.36
1479,2024-06-08,3,Meta_Advantage_Catalog_Ads,47699,708,837.44
1480,2024-06-08,4,Affiliate_Creator_Network,13447,426,308.93
1481,2024-06-09,2,Search_Generic_HighIntent,31526,885,837.91
1482,2024-06-09,3,TikTok_Creator_Lifestyle,77715,1507,959.4
1483,2024-06-09,4,Editorial_Lifestyle_Reviews,34300,918,518.69
1484,2024-06-10,2,Search_Competitor_Conquest,13224,494,820.34
1485,2024-06-10,3,Instagram_Story_Retargeting,82371,1361,1584.74
1486,2024-06-10,4,Partner_Syndication_Cashback,24700,596,262.38
1487,2024-06-11,2,Search_Brand_Core,20636,834,1050.29
1488,2024-06-11,3,Meta_Advantage_Catalog_Ads,114165,1846,1158.92
1489,2024-06-11,4,Affiliate_Creator_Network,25533,615,381.03
1490,2024-06-12,2,Search_Generic_HighIntent,16140,458,726.1
1491,2024-06-12,3,TikTok_Creator_Lifestyle,168868,2262,1428.52
1492,2024-06-12,4,Editorial_Lifestyle_Reviews,24209,608,338.94
1493,2024-06-13,2,Search_Competitor_Conquest,14715,511,943.75
1494,2024-06-13,3,Instagram_Story_Retargeting,125576,1616,1285.08
1495,2024-06-13,4,Partner_Syndication_Cashback,35318,951,419.75
1496,2024-06-14,2,Search_Brand_Core,10268,353,646.16
1497,2024-06-14,3,Meta_Advantage_Catalog_Ads,131724,1684,1402.65
1498,2024-06-14,4,Affiliate_Creator_Network,24253,702,427.5
1499,2024-06-15,2,Search_Generic_HighIntent,11608,489,735.77
1500,2024-06-15,3,TikTok_Creator_Lifestyle,71800,1480,1100.33
1501,2024-06-15,4,Editorial_Lifestyle_Reviews,20437,474,348.11
1502,2024-06-16,2,Search_Competitor_Conquest,16004,562,938.96
1503,2024-06-16,3,Instagram_Story_Retargeting,122421,1812,1489.15
1504,2024-06-16,4,Partner_Syndication_Cashback,55967,1163,467.96
1505,2024-06-17,2,Search_Brand_Core,15130,649,1044.66
1506,2024-06-17,3,Meta_Advantage_Catalog_Ads,79865,1951,1126.61
1507,2024-06-17,4,Affiliate_Creator_Network,29893,660,283.18
1508,2024-06-18,2,Search_Generic_HighIntent,12360,497,864.57
1509,2024-06-18,3,TikTok_Creator_Lifestyle,123184,2051,1276.71
1510,2024-06-18,4,Editorial_Lifestyle_Reviews,37475,818,334.61
1511,2024-06-19,2,Search_Competitor_Conquest,20803,749,764.55
1512,2024-06-19,3,Instagram_Story_Retargeting,127256,2323,1275.15
1513,2024-06-19,4,Partner_Syndication_Cashback,21863,643,417.55
1514,2024-06-20,2,Search_Brand_Core,19017,567,952.73
1515,2024-06-20,3,Meta_Advantage_Catalog_Ads,106211,1920,1197.26
1516,2024-06-20,4,Affiliate_Creator_Network,28116,802,358.07
1517,2024-06-21,2,Search_Generic_HighIntent,23970,662,767.73
1518,2024-06-21,3,TikTok_Creator_Lifestyle,91485,1537,1094.75
1519,2024-06-21,4,Editorial_Lifestyle_Reviews,13217,410,268.93
1520,2024-06-22,2,Search_Competitor_Conquest,11974,507,766.61
1521,2024-06-22,3,Instagram_Story_Retargeting,60678,1430,1329.54
1522,2024-06-22,4,Partner_Syndication_Cashback,24987,611,407.33
1523,2024-06-23,2,Search_Brand_Core,24114,833,761.92
1524,2024-06-23,3,Meta_Advantage_Catalog_Ads,85628,1660,1303.64
1525,2024-06-23,4,Affiliate_Creator_Network,30582,597,408.81
1526,2024-06-24,2,Search_Generic_HighIntent,12084,507,837.65
1527,2024-06-24,3,TikTok_Creator_Lifestyle,64832,1528,1697.21
1528,2024-06-24,4,Editorial_Lifestyle_Reviews,30111,655,334.29
1529,2024-06-25,2,Search_Competitor_Conquest,15803,504,902.27
1530,2024-06-25,3,Instagram_Story_Retargeting,117122,1664,1177.42
1531,2024-06-25,4,Partner_Syndication_Cashback,22116,692,258.26
1532,2024-06-26,2,Search_Brand_Core,12401,479,809.99
1533,2024-06-26,3,Meta_Advantage_Catalog_Ads,66103,1491,928.45
1534,2024-06-26,4,Affiliate_Creator_Network,19438,388,277.38
1535,2024-06-27,2,Search_Generic_HighIntent,21646,643,1075.96
1536,2024-06-27,3,TikTok_Creator_Lifestyle,62501,965,1134.45
1537,2024-06-27,4,Editorial_Lifestyle_Reviews,32958,710,371.09
1538,2024-06-28,2,Search_Competitor_Conquest,18424,600,980.75
1539,2024-06-28,3,Instagram_Story_Retargeting,174934,2109,1369.21
1540,2024-06-28,4,Partner_Syndication_Cashback,26050,483,361.47
1541,2024-06-29,2,Search_Brand_Core,11335,467,649.94
1542,2024-06-29,3,Meta_Advantage_Catalog_Ads,45873,996,773.35
1543,2024-06-29,4,Affiliate_Creator_Network,31297,649,276.29
1544,2024-06-30,2,Search_Generic_HighIntent,16360,691,936.9
1545,2024-06-30,3,TikTok_Creator_Lifestyle,58437,1448,1424.14
1546,2024-06-30,4,Editorial_Lifestyle_Reviews,23151,716,365.88
1547,2024-07-01,2,Search_Competitor_Conquest,13320,534,851.1
1548,2024-07-01,3,Instagram_Story_Retargeting,82356,1203,995.93
1549,2024-07-01,4,Partner_Syndication_Cashback,24941,550,294.69
1550,2024-07-02,2,Search_Brand_Core,13714,563,991.74
1551,2024-07-02,3,Meta_Advantage_Catalog_Ads,92676,1419,981.68
1552,2024-07-02,4,Affiliate_Creator_Network,14093,333,242.57
1553,2024-07-03,2,Search_Generic_HighIntent,13006,429,731.06
1554,2024-07-03,3,TikTok_Creator_Lifestyle,66124,1343,823.83
1555,2024-07-03,4,Editorial_Lifestyle_Reviews,31384,968,420.32
1556,2024-07-04,2,Search_Competitor_Conquest,23212,686,1170.39
1557,2024-07-04,3,Instagram_Story_Retargeting,54271,867,959.98
1558,2024-07-04,4,Partner_Syndication_Cashback,33340,660,431.85
1559,2024-07-05,2,Search_Brand_Core,13900,550,986.09
1560,2024-07-05,3,Meta_Advantage_Catalog_Ads,52554,991,1103.18
1561,2024-07-05,4,Affiliate_Creator_Network,21235,605,410.23
1562,2024-07-06,2,Search_Generic_HighIntent,22743,677,684.84
1563,2024-07-06,3,TikTok_Creator_Lifestyle,61713,1208,1031.39
1564,2024-07-06,4,Editorial_Lifestyle_Reviews,13838,426,282.96
1565,2024-07-07,2,Search_Competitor_Conquest,13849,534,853.8
1566,2024-07-07,3,Instagram_Story_Retargeting,94547,2112,1334.43
1567,2024-07-07,4,Partner_Syndication_Cashback,27423,846,540.36
1568,2024-07-08,2,Search_Brand_Core,26665,1007,1242.6
1569,2024-07-08,3,Meta_Advantage_Catalog_Ads,82378,1089,1296.17
1570,2024-07-08,4,Affiliate_Creator_Network,23889,525,367.34
1571,2024-07-09,2,Search_Generic_HighIntent,17579,784,991.01
1572,2024-07-09,3,TikTok_Creator_Lifestyle,90040,1982,1409.12
1573,2024-07-09,4,Editorial_Lifestyle_Reviews,18517,504,298.8
1574,2024-07-10,2,Search_Competitor_Conquest,51423,1512,1395.6
1575,2024-07-10,3,Instagram_Story_Retargeting,108118,1994,1783.83
1576,2024-07-10,4,Partner_Syndication_Cashback,20756,625,305.84
1577,2024-07-11,2,Search_Brand_Core,18268,802,1023.94
1578,2024-07-11,3,Meta_Advantage_Catalog_Ads,84566,1298,1330.14
1579,2024-07-11,4,Affiliate_Creator_Network,35823,1089,706.44
1580,2024-07-12,2,Search_Generic_HighIntent,17691,718,1008.0
1581,2024-07-12,3,TikTok_Creator_Lifestyle,164247,2029,1342.31
1582,2024-07-12,4,Editorial_Lifestyle_Reviews,38070,1024,649.51
1583,2024-07-13,2,Search_Competitor_Conquest,24911,860,1208.86
1584,2024-07-13,3,Instagram_Story_Retargeting,99727,1458,1383.03
1585,2024-07-13,4,Partner_Syndication_Cashback,36298,831,560.69
1586,2024-07-14,2,Search_Brand_Core,31003,1378,1424.72
1587,2024-07-14,3,Meta_Advantage_Catalog_Ads,121154,1977,2263.92
1588,2024-07-14,4,Affiliate_Creator_Network,48027,925,402.18
1589,2024-07-15,2,Search_Generic_HighIntent,25158,1127,1090.82
1590,2024-07-15,3,TikTok_Creator_Lifestyle,100684,2291,1357.84
1591,2024-07-15,4,Editorial_Lifestyle_Reviews,32908,883,582.32
1592,2024-07-16,2,Search_Competitor_Conquest,26832,951,1432.65
1593,2024-07-16,3,Instagram_Story_Retargeting,133343,2200,1789.32
1594,2024-07-16,4,Partner_Syndication_Cashback,38076,1110,463.71
1595,2024-07-17,2,Search_Brand_Core,33181,993,1038.65
1596,2024-07-17,3,Meta_Advantage_Catalog_Ads,125104,2617,1913.28
1597,2024-07-17,4,Affiliate_Creator_Network,55938,1606,612.03
1598,2024-07-18,2,Search_Generic_HighIntent,28676,1112,1229.27
1599,2024-07-18,3,TikTok_Creator_Lifestyle,166075,3221,2275.45
1600,2024-07-18,4,Editorial_Lifestyle_Reviews,29843,797,455.79
1601,2024-07-19,2,Search_Competitor_Conquest,30504,845,1261.76
1602,2024-07-19,3,Instagram_Story_Retargeting,87383,1824,1773.36
1603,2024-07-19,4,Partner_Syndication_Cashback,25035,594,314.24
1604,2024-07-20,2,Search_Brand_Core,22265,753,836.44
1605,2024-07-20,3,Meta_Advantage_Catalog_Ads,108001,2461,1639.09
1606,2024-07-20,4,Affiliate_Creator_Network,27625,680,444.9
1607,2024-07-21,2,Search_Generic_HighIntent,15312,667,992.79
1608,2024-07-21,3,TikTok_Creator_Lifestyle,76415,1515,1317.78
1609,2024-07-21,4,Editorial_Lifestyle_Reviews,49485,1248,472.77
1610,2024-07-22,2,Search_Competitor_Conquest,15888,554,983.89
1611,2024-07-22,3,Instagram_Story_Retargeting,61991,1107,1299.68
1612,2024-07-22,4,Partner_Syndication_Cashback,35070,678,295.99
1613,2024-07-23,2,Search_Brand_Core,11985,484,634.17
1614,2024-07-23,3,Meta_Advantage_Catalog_Ads,129574,2515,1314.01
1615,2024-07-23,4,Affiliate_Creator_Network,16910,344,250.14
1616,2024-07-24,2,Search_Generic_HighIntent,20169,763,923.2
1617,2024-07-24,3,TikTok_Creator_Lifestyle,70606,1059,1092.36
1618,2024-07-24,4,Editorial_Lifestyle_Reviews,29141,833,458.21
1619,2024-07-25,2,Search_Competitor_Conquest,21677,639,1180.53
1620,2024-07-25,3,Instagram_Story_Retargeting,111109,1713,1156.97
1621,2024-07-25,4,Partner_Syndication_Cashback,17826,568,424.23
1622,2024-07-26,2,Search_Brand_Core,13815,583,877.91
1623,2024-07-26,3,Meta_Advantage_Catalog_Ads,119866,2262,1453.85
1624,2024-07-26,4,Affiliate_Creator_Network,38498,930,438.41
1625,2024-07-27,2,Search_Generic_HighIntent,12383,534,981.18
1626,2024-07-27,3,TikTok_Creator_Lifestyle,110073,1780,1225.18
1627,2024-07-27,4,Editorial_Lifestyle_Reviews,22451,563,323.53
1628,2024-07-28,2,Search_Competitor_Conquest,20759,830,1068.87
1629,2024-07-28,3,Instagram_Story_Retargeting,119746,1635,1195.67
1630,2024-07-28,4,Partner_Syndication_Cashback,17898,434,299.26
1631,2024-07-29,2,Search_Brand_Core,14551,525,852.03
1632,2024-07-29,3,Meta_Advantage_Catalog_Ads,91812,1313,947.11
1633,2024-07-29,4,Affiliate_Creator_Network,51562,975,448.39
1634,2024-07-30,2,Search_Generic_HighIntent,17889,455,661.25
1635,2024-07-30,3,TikTok_Creator_Lifestyle,115462,2296,1398.02
1636,2024-07-30,4,Editorial_Lifestyle_Reviews,33096,629,331.48
1637,2024-07-31,2,Search_Competitor_Conquest,22839,576,1007.5
1638,2024-07-31,3,Instagram_Story_Retargeting,43044,824,933.55
1639,2024-07-31,4,Partner_Syndication_Cashback,21256,579,249.83
1640,2024-08-01,2,Search_Brand_Core,17271,761,1117.64
1641,2024-08-01,3,Meta_Advantage_Catalog_Ads,102560,1867,1325.91
1642,2024-08-01,4,Affiliate_Creator_Network,43232,806,354.38
1643,2024-08-02,2,Search_Generic_HighIntent,20025,508,799.76
1644,2024-08-02,3,TikTok_Creator_Lifestyle,58840,1173,1115.34
1645,2024-08-02,4,Editorial_Lifestyle_Reviews,22493,629,424.13
1646,2024-08-03,2,Search_Competitor_Conquest,12302,456,616.11
1647,2024-08-03,3,Instagram_Story_Retargeting,111829,1667,883.16
1648,2024-08-03,4,Partner_Syndication_Cashback,28574,585,301.4
1649,2024-08-04,2,Search_Brand_Core,22703,659,1172.18
1650,2024-08-04,3,Meta_Advantage_Catalog_Ads,136111,3270,1675.79
1651,2024-08-04,4,Affiliate_Creator_Network,53483,1534,544.23
1652,2024-08-05,2,Search_Generic_HighIntent,15986,710,1250.42
1653,2024-08-05,3,TikTok_Creator_Lifestyle,107431,2476,1373.21
1654,2024-08-05,4,Editorial_Lifestyle_Reviews,30703,732,436.3
1655,2024-08-06,2,Search_Competitor_Conquest,21686,863,903.02
1656,2024-08-06,3,Instagram_Story_Retargeting,37115,855,863.91
1657,2024-08-06,4,Partner_Syndication_Cashback,27446,614,340.22
1658,2024-08-07,2,Search_Brand_Core,21032,681,1087.92
1659,2024-08-07,3,Meta_Advantage_Catalog_Ads,79197,1428,933.75
1660,2024-08-07,4,Affiliate_Creator_Network,34835,732,471.25
1661,2024-08-08,2,Search_Generic_HighIntent,22529,947,1192.98
1662,2024-08-08,3,TikTok_Creator_Lifestyle,50277,1209,1127.84
1663,2024-08-08,4,Editorial_Lifestyle_Reviews,16184,515,322.85
1664,2024-08-09,2,Search_Competitor_Conquest,18709,720,708.55
1665,2024-08-09,3,Instagram_Story_Retargeting,105011,1909,1049.45
1666,2024-08-09,4,Partner_Syndication_Cashback,39796,903,419.05
1667,2024-08-10,2,Search_Brand_Core,15912,666,928.65
1668,2024-08-10,3,Meta_Advantage_Catalog_Ads,42375,867,1011.82
1669,2024-08-10,4,Affiliate_Creator_Network,12435,309,217.26
1670,2024-08-11,2,Search_Generic_HighIntent,20025,776,810.75
1671,2024-08-11,3,TikTok_Creator_Lifestyle,100527,1389,973.48
1672,2024-08-11,4,Editorial_Lifestyle_Reviews,29281,741,382.03
1673,2024-08-12,2,Search_Competitor_Conquest,25504,951,884.9
1674,2024-08-12,3,Instagram_Story_Retargeting,96401,1293,1235.7
1675,2024-08-12,4,Partner_Syndication_Cashback,22344,545,245.08
1676,2024-08-13,2,Search_Brand_Core,15143,493,823.05
1677,2024-08-13,3,Meta_Advantage_Catalog_Ads,105342,1294,1184.36
1678,2024-08-13,4,Affiliate_Creator_Network,30296,724,353.16
1679,2024-08-14,2,Search_Generic_HighIntent,9533,418,686.67
1680,2024-08-14,3,TikTok_Creator_Lifestyle,41085,901,830.08
1681,2024-08-14,4,Editorial_Lifestyle_Reviews,16199,435,288.99
1682,2024-08-15,2,Search_Competitor_Conquest,26077,674,1233.87
1683,2024-08-15,3,Instagram_Story_Retargeting,105410,1466,1294.51
1684,2024-08-15,4,Partner_Syndication_Cashback,25676,468,349.02
1685,2024-08-16,2,Search_Brand_Core,15916,501,851.34
1686,2024-08-16,3,Meta_Advantage_Catalog_Ads,53430,971,1150.51
1687,2024-08-16,4,Affiliate_Creator_Network,21258,664,246.23
1688,2024-08-17,2,Search_Generic_HighIntent,18610,499,688.23
1689,2024-08-17,3,TikTok_Creator_Lifestyle,46893,869,1000.58
1690,2024-08-17,4,Editorial_Lifestyle_Reviews,38103,955,433.15
1691,2024-08-18,2,Search_Competitor_Conquest,29552,904,1198.13
1692,2024-08-18,3,Instagram_Story_Retargeting,111326,2104,1626.38
1693,2024-08-18,4,Partner_Syndication_Cashback,58867,1308,555.45
1694,2024-08-19,2,Search_Brand_Core,20446,593,754.24
1695,2024-08-19,3,Meta_Advantage_Catalog_Ads,114093,2370,1485.91
1696,2024-08-19,4,Affiliate_Creator_Network,28972,663,326.19
1697,2024-08-20,2,Search_Generic_HighIntent,22559,727,976.12
1698,2024-08-20,3,TikTok_Creator_Lifestyle,106226,1570,1413.46
1699,2024-08-20,4,Editorial_Lifestyle_Reviews,51171,949,462.01
1700,2024-08-21,2,Search_Competitor_Conquest,28822,858,872.83
1701,2024-08-21,3,Instagram_Story_Retargeting,100755,2266,1340.18
1702,2024-08-21,4,Partner_Syndication_Cashback,28520,797,472.52
1703,2024-08-22,2,Search_Brand_Core,19132,609,1121.81
1704,2024-08-22,3,Meta_Advantage_Catalog_Ads,65550,1241,1071.16
1705,2024-08-22,4,Affiliate_Creator_Network,27586,502,299.04
1706,2024-08-23,2,Search_Generic_HighIntent,36253,935,1075.94
1707,2024-08-23,3,TikTok_Creator_Lifestyle,85921,1337,893.57
1708,2024-08-23,4,Editorial_Lifestyle_Reviews,22946,475,219.46
1709,2024-08-24,2,Search_Competitor_Conquest,18345,583,737.77
1710,2024-08-24,3,Instagram_Story_Retargeting,135954,1676,943.19
1711,2024-08-24,4,Partner_Syndication_Cashback,11546,368,240.34
1712,2024-08-25,2,Search_Brand_Core,25199,898,1238.86
1713,2024-08-25,3,Meta_Advantage_Catalog_Ads,52275,1147,1194.94
1714,2024-08-25,4,Affiliate_Creator_Network,30148,726,514.45
1715,2024-08-26,2,Search_Generic_HighIntent,22201,692,1152.41
1716,2024-08-26,3,TikTok_Creator_Lifestyle,119877,2988,1691.52
1717,2024-08-26,4,Editorial_Lifestyle_Reviews,46603,1267,490.72
1718,2024-08-27,2,Search_Competitor_Conquest,9857,404,659.58
1719,2024-08-27,3,Instagram_Story_Retargeting,85063,1129,1242.06
1720,2024-08-27,4,Partner_Syndication_Cashback,30063,559,288.12
1721,2024-08-28,2,Search_Brand_Core,22554,741,853.74
1722,2024-08-28,3,Meta_Advantage_Catalog_Ads,64585,1002,1118.05
1723,2024-08-28,4,Affiliate_Creator_Network,39266,887,461.82
1724,2024-08-29,2,Search_Generic_HighIntent,25873,780,1011.48
1725,2024-08-29,3,TikTok_Creator_Lifestyle,134238,2225,1349.0
1726,2024-08-29,4,Editorial_Lifestyle_Reviews,27933,825,425.32
1727,2024-08-30,2,Search_Competitor_Conquest,10321,420,764.73
1728,2024-08-30,3,Instagram_Story_Retargeting,99730,1381,1500.38
1729,2024-08-30,4,Partner_Syndication_Cashback,29163,859,358.94
1730,2024-08-31,2,Search_Brand_Core,16494,719,826.73
1731,2024-08-31,3,Meta_Advantage_Catalog_Ads,42436,907,811.37
1732,2024-08-31,4,Affiliate_Creator_Network,11828,348,204.79
1733,2024-09-01,2,Search_Generic_HighIntent,18594,561,778.14
1734,2024-09-01,3,TikTok_Creator_Lifestyle,104997,2539,1480.4
1735,2024-09-01,4,Editorial_Lifestyle_Reviews,55670,1254,532.33
1736,2024-09-02,2,Search_Competitor_Conquest,19762,669,1059.15
1737,2024-09-02,3,Instagram_Story_Retargeting,74769,1869,1070.92
1738,2024-09-02,4,Partner_Syndication_Cashback,22542,558,390.29
1739,2024-09-03,2,Search_Brand_Core,40212,1097,1078.54
1740,2024-09-03,3,Meta_Advantage_Catalog_Ads,78862,1269,1476.22
1741,2024-09-03,4,Affiliate_Creator_Network,24595,586,311.3
1742,2024-09-04,2,Search_Generic_HighIntent,13936,419,735.06
1743,2024-09-04,3,TikTok_Creator_Lifestyle,192822,2411,1318.79
1744,2024-09-04,4,Editorial_Lifestyle_Reviews,29989,815,395.57
1745,2024-09-05,2,Search_Competitor_Conquest,11008,440,793.79
1746,2024-09-05,3,Instagram_Story_Retargeting,172007,2780,1655.86
1747,2024-09-05,4,Partner_Syndication_Cashback,28976,642,362.58
1748,2024-09-06,2,Search_Brand_Core,17946,540,674.85
1749,2024-09-06,3,Meta_Advantage_Catalog_Ads,111395,1716,1094.74
1750,2024-09-06,4,Affiliate_Creator_Network,33676,769,388.36
1751,2024-09-07,2,Search_Generic_HighIntent,15195,495,807.94
1752,2024-09-07,3,TikTok_Creator_Lifestyle,50411,947,1113.68
1753,2024-09-07,4,Editorial_Lifestyle_Reviews,33524,631,421.5
1754,2024-09-08,2,Search_Competitor_Conquest,13949,624,976.1
1755,2024-09-08,3,Instagram_Story_Retargeting,120894,2334,1318.83
1756,2024-09-08,4,Partner_Syndication_Cashback,17405,437,284.56
1757,2024-09-09,2,Search_Brand_Core,17510,658,1135.83
1758,2024-09-09,3,Meta_Advantage_Catalog_Ads,61215,1405,1444.48
1759,2024-09-09,4,Affiliate_Creator_Network,55920,1442,525.81
1760,2024-09-10,2,Search_Generic_HighIntent,11483,436,749.29
1761,2024-09-10,3,TikTok_Creator_Lifestyle,108123,1774,1120.84
1762,2024-09-10,4,Editorial_Lifestyle_Reviews,49249,951,410.73
1763,2024-09-11,2,Search_Competitor_Conquest,22624,656,1066.06
1764,2024-09-11,3,Instagram_Story_Retargeting,41167,873,1030.94
1765,2024-09-11,4,Partner_Syndication_Cashback,36642,813,384.55
1766,2024-09-12,2,Search_Brand_Core,18636,482,766.63
1767,2024-09-12,3,Meta_Advantage_Catalog_Ads,38709,942,952.4
1768,2024-09-12,4,Affiliate_Creator_Network,36646,909,489.89
1769,2024-09-13,2,Search_Generic_HighIntent,19952,707,853.91
1770,2024-09-13,3,TikTok_Creator_Lifestyle,51952,1230,1130.01
1771,2024-09-13,4,Editorial_Lifestyle_Reviews,55333,1294,493.64
1772,2024-09-14,2,Search_Competitor_Conquest,17399,535,660.42
1773,2024-09-14,3,Instagram_Story_Retargeting,44711,825,854.04
1774,2024-09-14,4,Partner_Syndication_Cashback,61834,1171,425.17
1775,2024-09-15,2,Search_Brand_Core,32656,988,965.01
1776,2024-09-15,3,Meta_Advantage_Catalog_Ads,185997,2711,1752.29
1777,2024-09-15,4,Affiliate_Creator_Network,30047,785,430.98
1778,2024-09-16,2,Search_Generic_HighIntent,20309,564,951.01
