order_id,customer_id,order_date,order_status,payment_method,shipping_cost,discount_amount,total_order_amount
ORD_00277,CUST_00185,2024-12-19 08:34:31,Delivered,Klarna / BNPL,8.99,0.0,33.49
ORD_00278,CUST_00025,2024-12-19 14:35:44,Delivered,Credit Card,0.0,0.0,650.96
ORD_00279,CUST_00175,2024-12-19 18:39:19,Delivered,Apple Pay,0.0,15.0,235.5
ORD_00280,CUST_00144,2024-12-20 10:15:55,Delivered,Credit Card,0.0,0.0,114.0
ORD_00281,CUST_00180,2024-12-20 16:17:35,Delivered,Apple Pay,0.0,110.0,439.99
ORD_00282,CUST_00107,2024-12-20 16:53:24,Cancelled,Credit Card,0.0,62.45,562.05
ORD_00283,CUST_00140,2024-12-21 11:54:46,Delivered,Credit Card,0.0,15.0,447.48
ORD_00284,CUST_00078,2024-12-21 12:38:03,Delivered,PayPal,0.0,0.0,340.5
ORD_00285,CUST_00140,2024-12-23 12:13:01,Delivered,Credit Card,0.0,0.0,239.99
ORD_00286,CUST_00191,2024-12-23 12:37:52,Delivered,Credit Card,0.0,0.0,107.0
ORD_00287,CUST_00183,2024-12-24 20:03:04,Delivered,Credit Card,0.0,16.2,145.8
ORD_00288,CUST_00171,2024-12-25 11:16:01,Delivered,Credit Card,5.99,0.0,44.98
ORD_00289,CUST_00194,2024-12-25 21:10:41,Delivered,Credit Card,4.99,0.0,106.99
ORD_00290,CUST_00192,2024-12-26 14:59:31,Delivered,Klarna / BNPL,0.0,53.62,303.85
ORD_00291,CUST_00082,2024-12-26 16:52:48,Delivered,Credit Card,0.0,0.0,729.5
ORD_00292,CUST_00144,2024-12-26 21:44:11,Returned,Credit Card,5.99,0.0,56.99
ORD_00293,CUST_00169,2024-12-27 09:26:19,Returned,PayPal,0.0,0.0,280.98
ORD_00294,CUST_00186,2024-12-27 15:01:31,Delivered,Klarna / BNPL,0.0,0.0,585.95
ORD_00295,CUST_00144,2024-12-28 15:06:58,Delivered,Apple Pay,0.0,0.0,249.49
ORD_00296,CUST_00184,2024-12-28 21:44:31,Returned,PayPal,0.0,0.0,350.5
ORD_00297,CUST_00012,2024-12-28 22:26:17,Delivered,Klarna / BNPL,0.0,103.05,583.94
ORD_00298,CUST_00195,2024-12-30 20:06:07,Delivered,Klarna / BNPL,0.0,0.0,127.0
ORD_00299,CUST_00118,2024-12-30 21:53:30,Delivered,Apple Pay,0.0,0.0,140.0
ORD_00300,CUST_00110,2024-12-31 11:42:11,Delivered,Credit Card,0.0,10.0,80.99
ORD_00301,CUST_00189,2024-12-31 13:47:56,Delivered,Credit Card,0.0,20.0,240.0
ORD_00302,CUST_00178,2024-12-31 15:56:01,Delivered,PayPal,0.0,9.7,87.3
ORD_00303,CUST_00125,2024-12-31 17:50:42,Delivered,Credit Card,0.0,0.0,182.0
ORD_00304,CUST_00199,2025-01-01 12:58:11,Delivered,Credit Card,4.99,0.0,361.99
ORD_00305,CUST_00191,2025-01-03 15:34:57,Delivered,Credit Card,0.0,31.1,279.9
ORD_00306,CUST_00191,2025-01-03 18:53:21,Delivered,Credit Card,4.99,15.0,119.99
ORD_00307,CUST_00122,2025-01-04 10:20:00,Delivered,Credit Card,0.0,0.0,100.5
ORD_00308,CUST_00193,2025-01-04 13:37:01,Delivered,Credit Card,0.0,0.0,234.0
ORD_00309,CUST_00201,2025-01-04 18:50:11,Delivered,Credit Card,0.0,92.3,369.19
ORD_00310,CUST_00127,2025-01-06 08:52:36,Delivered,Credit Card,8.99,0.0,73.99
ORD_00311,CUST_00133,2025-01-06 11:24:19,Delivered,PayPal,0.0,8.7,78.3
ORD_00312,CUST_00169,2025-01-06 12:06:13,Delivered,Credit Card,0.0,0.0,109.49
ORD_00313,CUST_00025,2025-01-06 12:19:31,Returned,Apple Pay,0.0,67.27,381.23
ORD_00314,CUST_00050,2025-01-06 22:42:45,Delivered,PayPal,0.0,80.1,320.39
ORD_00315,CUST_00196,2025-01-10 12:06:40,Returned,PayPal,0.0,0.0,206.99
ORD_00316,CUST_00206,2025-01-10 17:09:13,Delivered,Apple Pay,0.0,0.0,1616.38
ORD_00317,CUST_00191,2025-01-11 12:02:50,Delivered,Apple Pay,0.0,0.0,322.0
ORD_00318,CUST_00205,2025-01-12 12:26:54,Delivered,PayPal,0.0,65.47,370.99
ORD_00319,CUST_00157,2025-01-12 15:10:30,Delivered,Apple Pay,0.0,0.0,1700.0
ORD_00320,CUST_00178,2025-01-12 18:56:43,Delivered,Credit Card,0.0,0.0,167.98
ORD_00321,CUST_00163,2025-01-13 22:41:11,Delivered,Credit Card,0.0,112.2,448.78
ORD_00322,CUST_00001,2025-01-14 21:59:44,Delivered,PayPal,0.0,28.45,256.05
ORD_00323,CUST_00208,2025-01-15 11:52:59,Delivered,Apple Pay,8.99,0.0,73.99
ORD_00324,CUST_00054,2025-01-17 13:06:23,Delivered,Credit Card,0.0,172.5,690.0
ORD_00325,CUST_00204,2025-01-18 12:04:33,Delivered,Credit Card,0.0,27.45,247.04
ORD_00326,CUST_00208,2025-01-18 15:44:10,Delivered,PayPal,0.0,25.0,209.49
ORD_00327,CUST_00209,2025-01-18 22:56:02,Delivered,PayPal,0.0,0.0,721.96
ORD_00328,CUST_00118,2025-01-19 16:16:42,Delivered,Credit Card,0.0,0.0,201.98
ORD_00329,CUST_00212,2025-01-21 08:31:23,Delivered,PayPal,0.0,10.0,487.49
ORD_00330,CUST_00207,2025-01-21 11:31:58,Cancelled,Credit Card,0.0,0.0,329.0
ORD_00331,CUST_00198,2025-01-21 12:24:52,Delivered,PayPal,0.0,0.0,537.5
ORD_00332,CUST_00121,2025-01-21 14:50:10,Delivered,Apple Pay,0.0,0.0,501.5
ORD_00333,CUST_00106,2025-01-21 16:02:25,Delivered,Credit Card,0.0,0.0,267.5
ORD_00334,CUST_00161,2025-01-21 16:03:50,Delivered,Credit Card,0.0,10.0,104.0
ORD_00335,CUST_00163,2025-01-22 10:21:56,Delivered,Credit Card,0.0,118.2,472.79
ORD_00336,CUST_00102,2025-01-22 22:15:47,Delivered,Credit Card,0.0,42.08,238.42
ORD_00337,CUST_00198,2025-01-23 10:56:32,Delivered,Apple Pay,0.0,0.0,180.48
ORD_00338,CUST_00187,2025-01-25 19:15:53,Returned,PayPal,4.99,10.0,81.99
ORD_00339,CUST_00001,2025-01-26 11:47:35,Delivered,Credit Card,0.0,20.0,1033.48
ORD_00340,CUST_00078,2025-01-26 13:42:35,Delivered,PayPal,5.99,0.0,53.99
ORD_00341,CUST_00119,2025-01-26 19:20:52,Delivered,Credit Card,5.99,0.0,72.49
ORD_00342,CUST_00169,2025-01-27 09:30:52,Delivered,PayPal,0.0,0.0,280.98
ORD_00343,CUST_00043,2025-01-29 18:30:59,Delivered,PayPal,0.0,0.0,599.45
ORD_00344,CUST_00188,2025-01-29 22:37:43,Delivered,Credit Card,0.0,25.5,144.5
ORD_00345,CUST_00218,2025-01-30 13:16:55,Returned,Credit Card,0.0,15.0,428.97
ORD_00346,CUST_00202,2025-01-30 16:41:41,Delivered,Credit Card,0.0,17.95,161.55
ORD_00347,CUST_00121,2025-01-31 12:38:16,Delivered,Credit Card,0.0,34.05,192.94
ORD_00348,CUST_00191,2025-02-01 09:36:22,Returned,Credit Card,0.0,0.0,153.0
ORD_00349,CUST_00159,2025-02-01 12:23:23,Delivered,Klarna / BNPL,0.0,0.0,587.99
ORD_00350,CUST_00050,2025-02-01 15:25:01,Delivered,PayPal,0.0,19.1,171.9
ORD_00351,CUST_00088,2025-02-01 16:23:00,Delivered,PayPal,4.99,20.0,334.48
ORD_00352,CUST_00210,2025-02-02 12:17:15,Delivered,Credit Card,0.0,39.1,351.9
ORD_00353,CUST_00203,2025-02-02 12:21:21,Delivered,Klarna / BNPL,4.99,0.0,337.99
ORD_00354,CUST_00139,2025-02-02 18:02:36,Delivered,Credit Card,0.0,70.8,283.18
ORD_00355,CUST_00219,2025-02-03 11:40:48,Delivered,Credit Card,0.0,0.0,505.0
ORD_00356,CUST_00159,2025-02-03 16:57:57,Delivered,PayPal,0.0,0.0,717.98
ORD_00357,CUST_00127,2025-02-04 12:25:36,Delivered,Klarna / BNPL,0.0,0.0,131.99
ORD_00358,CUST_00198,2025-02-05 18:29:47,Delivered,Credit Card,0.0,125.39,501.58
ORD_00359,CUST_00213,2025-02-06 17:34:57,Returned,Credit Card,0.0,0.0,969.94
ORD_00360,CUST_00155,2025-02-07 20:34:39,Delivered,Credit Card,0.0,39.05,351.43
ORD_00361,CUST_00175,2025-02-08 08:30:31,Delivered,PayPal,0.0,0.0,108.49
ORD_00362,CUST_00215,2025-02-08 14:00:53,Delivered,PayPal,5.99,0.0,74.49
ORD_00363,CUST_00216,2025-02-08 16:29:57,Delivered,Credit Card,0.0,0.0,314.98
ORD_00364,CUST_00178,2025-02-08 20:55:35,Delivered,Klarna / BNPL,0.0,11.85,106.65
ORD_00365,CUST_00223,2025-02-09 10:57:16,Delivered,Credit Card,4.99,15.0,1256.97
ORD_00366,CUST_00220,2025-02-10 08:22:11,Delivered,PayPal,5.99,7.6,36.39
ORD_00367,CUST_00175,2025-02-10 16:39:05,Delivered,PayPal,0.0,57.82,327.68
ORD_00368,CUST_00165,2025-02-10 20:05:04,Delivered,Credit Card,0.0,0.0,567.0
ORD_00369,CUST_00191,2025-02-12 19:29:13,Delivered,Credit Card,0.0,0.0,306.0
ORD_00370,CUST_00088,2025-02-13 14:55:53,Delivered,Credit Card,0.0,0.0,595.0
ORD_00371,CUST_00221,2025-02-13 15:26:55,Cancelled,Credit Card,0.0,0.0,208.99
ORD_00372,CUST_00125,2025-02-13 18:29:36,Delivered,Klarna / BNPL,0.0,20.0,320.47
ORD_00373,CUST_00191,2025-02-13 19:38:19,Cancelled,Apple Pay,0.0,15.0,191.5
ORD_00374,CUST_00133,2025-02-14 10:58:17,Delivered,Credit Card,0.0,0.0,227.5
ORD_00375,CUST_00224,2025-02-14 15:51:32,Delivered,Apple Pay,0.0,10.0,235.0
ORD_00376,CUST_00169,2025-02-15 11:41:30,Delivered,Apple Pay,0.0,41.1,164.39
ORD_00377,CUST_00210,2025-02-15 15:53:13,Cancelled,Apple Pay,5.99,0.0,50.98
ORD_00378,CUST_00171,2025-02-15 22:30:10,Delivered,PayPal,0.0,0.0,422.0
ORD_00379,CUST_00214,2025-02-16 14:23:54,Delivered,Credit Card,0.0,0.0,300.0
ORD_00380,CUST_00229,2025-02-16 22:40:28,Delivered,PayPal,0.0,0.0,172.49
ORD_00381,CUST_00069,2025-02-17 13:05:38,Delivered,Credit Card,0.0,25.0,438.5
ORD_00382,CUST_00227,2025-02-17 19:43:57,Delivered,Credit Card,0.0,0.0,1052.5
ORD_00383,CUST_00144,2025-02-18 12:34:29,Delivered,Credit Card,0.0,0.0,562.0
ORD_00384,CUST_00011,2025-02-18 17:56:24,Returned,Credit Card,0.0,0.0,203.98
ORD_00385,CUST_00215,2025-02-18 21:51:46,Delivered,PayPal,0.0,0.0,424.0
ORD_00386,CUST_00162,2025-02-19 17:25:03,Delivered,PayPal,0.0,12.52,70.98
ORD_00387,CUST_00191,2025-02-19 19:34:54,Delivered,Apple Pay,0.0,0.0,375.5
ORD_00388,CUST_00226,2025-02-19 20:46:31,Delivered,PayPal,0.0,0.0,365.49
ORD_00389,CUST_00167,2025-02-19 21:05:52,Delivered,Credit Card,0.0,0.0,569.0
ORD_00390,CUST_00139,2025-02-20 11:28:54,Delivered,PayPal,0.0,0.0,310.99
ORD_00391,CUST_00198,2025-02-20 18:05:15,Delivered,Credit Card,0.0,0.0,307.49
ORD_00392,CUST_00191,2025-02-21 11:05:09,Delivered,Credit Card,0.0,10.0,640.0
ORD_00393,CUST_00118,2025-02-21 16:59:41,Delivered,Credit Card,0.0,0.0,247.0
ORD_00394,CUST_00187,2025-02-23 10:22:19,Delivered,Credit Card,0.0,0.0,549.46
ORD_00395,CUST_00162,2025-02-24 18:25:52,Cancelled,Credit Card,0.0,20.0,302.99
ORD_00396,CUST_00159,2025-02-25 17:39:58,Delivered,Apple Pay,0.0,15.0,640.49
ORD_00397,CUST_00117,2025-02-25 19:22:42,Cancelled,Credit Card,0.0,35.4,141.59
ORD_00398,CUST_00205,2025-02-25 21:42:29,Delivered,PayPal,0.0,57.37,325.12
ORD_00399,CUST_00050,2025-02-26 10:16:17,Cancelled,PayPal,0.0,10.0,384.99
ORD_00400,CUST_00228,2025-02-28 12:56:39,Delivered,Credit Card,0.0,0.0,349.49
ORD_00401,CUST_00054,2025-02-28 18:52:35,Delivered,PayPal,0.0,0.0,531.0
ORD_00402,CUST_00150,2025-02-28 21:36:57,Returned,Credit Card,0.0,15.0,303.98
ORD_00403,CUST_00235,2025-03-01 09:17:56,Delivered,Credit Card,0.0,0.0,83.5
ORD_00404,CUST_00231,2025-03-01 18:12:31,Delivered,Apple Pay,8.99,0.0,53.98
ORD_00405,CUST_00191,2025-03-01 21:49:34,Delivered,Credit Card,5.99,0.0,53.99
ORD_00406,CUST_00214,2025-03-02 08:06:20,Delivered,Credit Card,0.0,18.75,106.25
ORD_00407,CUST_00125,2025-03-02 09:02:46,Delivered,Credit Card,0.0,0.0,888.41
ORD_00408,CUST_00222,2025-03-02 16:45:20,Delivered,PayPal,0.0,14.85,84.14
ORD_00409,CUST_00190,2025-03-02 17:12:27,Delivered,Apple Pay,0.0,0.0,220.0
ORD_00410,CUST_00191,2025-03-03 09:13:25,Returned,Apple Pay,0.0,0.0,343.99
ORD_00411,CUST_00239,2025-03-04 13:37:10,Delivered,Credit Card,0.0,0.0,438.46
ORD_00412,CUST_00214,2025-03-04 14:40:38,Cancelled,Apple Pay,0.0,10.0,109.5
ORD_00413,CUST_00211,2025-03-04 14:47:48,Delivered,Apple Pay,0.0,15.0,201.0
ORD_00414,CUST_00191,2025-03-04 16:14:38,Delivered,PayPal,4.99,0.0,528.97
ORD_00415,CUST_00215,2025-03-05 11:17:57,Delivered,PayPal,0.0,201.97,1144.48
ORD_00416,CUST_00233,2025-03-05 14:07:23,Delivered,Klarna / BNPL,0.0,0.0,277.5
ORD_00417,CUST_00188,2025-03-06 20:29:46,Delivered,Credit Card,0.0,23.6,212.4
ORD_00418,CUST_00241,2025-03-06 21:15:03,Delivered,Klarna / BNPL,4.99,25.0,410.48
ORD_00419,CUST_00240,2025-03-06 22:26:06,Delivered,Apple Pay,8.99,20.0,54.99
ORD_00420,CUST_00236,2025-03-07 15:28:09,Cancelled,Credit Card,0.0,44.6,178.38
ORD_00421,CUST_00078,2025-03-07 17:09:55,Delivered,Credit Card,5.99,0.0,58.99
ORD_00422,CUST_00171,2025-03-07 21:04:50,Delivered,PayPal,0.0,10.0,481.0
ORD_00423,CUST_00238,2025-03-08 22:00:17,Delivered,Credit Card,0.0,0.0,97.0
ORD_00424,CUST_00155,2025-03-09 09:12:11,Delivered,Credit Card,5.99,3.8,40.19
ORD_00425,CUST_00242,2025-03-09 15:03:10,Delivered,Credit Card,0.0,0.0,691.48
ORD_00426,CUST_00121,2025-03-10 09:48:19,Delivered,Klarna / BNPL,0.0,15.0,112.49
ORD_00427,CUST_00060,2025-03-11 13:18:53,Delivered,Credit Card,0.0,25.0,1350.97
ORD_00428,CUST_00208,2025-03-12 10:43:55,Returned,PayPal,0.0,81.6,326.39
ORD_00429,CUST_00171,2025-03-13 18:08:35,Delivered,Credit Card,0.0,97.1,388.4
ORD_00430,CUST_00188,2025-03-13 20:03:47,Delivered,PayPal,0.0,65.25,369.75
ORD_00431,CUST_00219,2025-03-15 09:49:47,Delivered,Credit Card,0.0,0.0,83.98
ORD_00432,CUST_00164,2025-03-15 18:58:31,Delivered,PayPal,0.0,23.2,92.8
ORD_00433,CUST_00210,2025-03-16 16:33:11,Delivered,Credit Card,0.0,43.65,392.85
ORD_00434,CUST_00232,2025-03-16 16:54:19,Delivered,Credit Card,5.99,6.25,62.24
ORD_00435,CUST_00214,2025-03-16 21:44:18,Delivered,Credit Card,0.0,54.2,216.8
ORD_00436,CUST_00211,2025-03-18 14:39:08,Delivered,Klarna / BNPL,0.0,0.0,420.96
ORD_00437,CUST_00251,2025-03-19 13:18:36,Delivered,Credit Card,0.0,0.0,156.0
ORD_00438,CUST_00139,2025-03-19 16:50:08,Returned,Apple Pay,0.0,69.45,625.05
ORD_00439,CUST_00250,2025-03-19 17:29:14,Delivered,Apple Pay,4.99,0.0,370.99
ORD_00440,CUST_00078,2025-03-19 17:41:43,Delivered,Klarna / BNPL,0.0,31.35,177.64
ORD_00441,CUST_00245,2025-03-19 21:53:20,Delivered,Credit Card,0.0,10.0,448.49
ORD_00442,CUST_00217,2025-03-20 11:02:44,Delivered,Credit Card,0.0,0.0,191.0
ORD_00443,CUST_00214,2025-03-20 17:48:46,Delivered,PayPal,5.99,3.8,40.19
ORD_00444,CUST_00248,2025-03-20 18:01:51,Delivered,Credit Card,0.0,19.7,78.8
ORD_00445,CUST_00232,2025-03-21 12:00:03,Delivered,Credit Card,4.99,0.0,1795.45
ORD_00446,CUST_00167,2025-03-22 15:46:16,Delivered,Credit Card,0.0,110.78,627.72
ORD_00447,CUST_00177,2025-03-23 10:15:03,Delivered,Klarna / BNPL,4.99,0.0,723.49
ORD_00448,CUST_00117,2025-03-23 11:02:38,Delivered,Credit Card,0.0,63.6,360.39
ORD_00449,CUST_00119,2025-03-23 15:47:27,Delivered,Klarna / BNPL,0.0,0.0,447.0
ORD_00450,CUST_00069,2025-03-23 20:50:04,Delivered,Credit Card,0.0,0.0,236.99
ORD_00451,CUST_00188,2025-03-23 21:35:22,Delivered,Credit Card,0.0,0.0,1086.9
ORD_00452,CUST_00249,2025-03-24 12:57:57,Returned,Apple Pay,4.99,0.0,368.95
ORD_00453,CUST_00214,2025-03-24 20:22:06,Delivered,PayPal,0.0,11.85,67.15
ORD_00454,CUST_00217,2025-03-25 18:57:38,Delivered,PayPal,0.0,0.0,530.97
ORD_00455,CUST_00121,2025-03-27 12:56:46,Delivered,Credit Card,0.0,26.62,150.88
ORD_00456,CUST_00133,2025-03-28 15:39:03,Delivered,Apple Pay,0.0,0.0,332.99
ORD_00457,CUST_00215,2025-03-28 18:15:35,Delivered,Credit Card,4.99,0.0,391.47
ORD_00458,CUST_00253,2025-03-29 14:23:07,Delivered,Apple Pay,0.0,99.37,563.12
ORD_00459,CUST_00247,2025-03-30 13:25:56,Returned,PayPal,5.99,10.0,64.49
ORD_00460,CUST_00169,2025-03-30 15:05:43,Delivered,PayPal,5.99,13.7,60.79
ORD_00461,CUST_00191,2025-03-30 18:12:00,Delivered,PayPal,0.0,0.0,382.0
ORD_00462,CUST_00175,2025-03-30 19:58:11,Delivered,Credit Card,0.0,0.0,343.48
ORD_00463,CUST_00191,2025-03-31 13:23:26,Delivered,Credit Card,0.0,36.22,205.27
ORD_00464,CUST_00252,2025-03-31 19:59:23,Delivered,PayPal,5.99,6.6,65.39
ORD_00465,CUST_00226,2025-04-01 09:11:25,Delivered,Credit Card,0.0,0.0,477.49
ORD_00466,CUST_00001,2025-04-02 09:17:02,Delivered,Credit Card,0.0,0.0,196.49
ORD_00467,CUST_00260,2025-04-02 20:46:39,Delivered,Credit Card,0.0,0.0,143.49
ORD_00468,CUST_00191,2025-04-03 12:03:47,Delivered,Credit Card,4.99,30.6,280.36
ORD_00469,CUST_00259,2025-04-03 14:25:43,Delivered,Apple Pay,0.0,0.0,113.5
ORD_00470,CUST_00197,2025-04-03 21:04:17,Delivered,Credit Card,4.99,27.4,251.56
ORD_00471,CUST_00188,2025-04-04 20:51:26,Delivered,PayPal,0.0,17.25,97.74
ORD_00472,CUST_00255,2025-04-05 13:58:20,Delivered,Credit Card,0.0,0.0,480.0
ORD_00473,CUST_00191,2025-04-07 09:06:00,Delivered,Credit Card,0.0,0.0,132.49
ORD_00474,CUST_00171,2025-04-07 15:37:36,Returned,PayPal,0.0,16.05,90.94
ORD_00475,CUST_00254,2025-04-07 19:14:30,Delivered,PayPal,0.0,43.65,247.34
ORD_00476,CUST_00205,2025-04-07 22:24:54,Delivered,Credit Card,0.0,25.0,1126.96
ORD_00477,CUST_00247,2025-04-08 14:12:26,Delivered,PayPal,5.99,5.1,26.39
ORD_00478,CUST_00219,2025-04-08 14:21:32,Delivered,Credit Card,0.0,0.0,119.0
ORD_00479,CUST_00225,2025-04-09 08:03:39,Delivered,PayPal,0.0,19.9,179.1
ORD_00480,CUST_00164,2025-04-09 19:36:02,Delivered,Credit Card,0.0,0.0,194.5
ORD_00481,CUST_00011,2025-04-11 08:26:11,Delivered,Apple Pay,0.0,0.0,608.0
ORD_00482,CUST_00247,2025-04-11 10:27:43,Delivered,PayPal,0.0,0.0,460.47
ORD_00483,CUST_00157,2025-04-11 11:05:16,Delivered,Credit Card,0.0,18.6,74.39
ORD_00484,CUST_00190,2025-04-11 14:13:23,Delivered,Credit Card,0.0,0.0,355.95
ORD_00485,CUST_00164,2025-04-11 22:59:03,Delivered,PayPal,5.99,0.0,47.98
ORD_00486,CUST_00055,2025-04-12 14:11:03,Returned,Apple Pay,0.0,26.75,240.75
ORD_00487,CUST_00243,2025-04-12 15:05:17,Delivered,Credit Card,0.0,0.0,641.98
ORD_00488,CUST_00261,2025-04-12 19:00:29,Delivered,PayPal,0.0,49.88,282.62
ORD_00489,CUST_00257,2025-04-12 20:32:39,Delivered,PayPal,0.0,111.75,633.24
ORD_00490,CUST_00263,2025-04-12 20:50:36,Delivered,Credit Card,5.99,20.0,54.49
ORD_00491,CUST_00254,2025-04-13 09:52:22,Delivered,PayPal,0.0,13.85,124.64
ORD_00492,CUST_00259,2025-04-13 12:29:04,Delivered,PayPal,0.0,0.0,104.99
ORD_00493,CUST_00219,2025-04-13 16:02:36,Delivered,PayPal,0.0,0.0,263.98
ORD_00494,CUST_00119,2025-04-13 19:16:57,Delivered,Credit Card,4.99,114.1,461.39
ORD_00495,CUST_00121,2025-04-14 11:35:42,Delivered,Credit Card,0.0,10.0,182.49
ORD_00496,CUST_00078,2025-04-14 20:33:03,Delivered,Credit Card,0.0,27.6,110.38
ORD_00497,CUST_00265,2025-04-15 15:07:11,Delivered,Apple Pay,0.0,58.9,235.6
ORD_00498,CUST_00259,2025-04-16 08:06:47,Returned,Apple Pay,0.0,84.44,478.52
ORD_00499,CUST_00215,2025-04-16 15:30:51,Delivered,PayPal,0.0,80.7,322.8
ORD_00500,CUST_00162,2025-04-17 14:04:45,Delivered,Credit Card,0.0,0.0,377.49
ORD_00501,CUST_00167,2025-04-17 14:52:16,Cancelled,PayPal,0.0,0.0,311.0
ORD_00502,CUST_00217,2025-04-17 18:38:40,Delivered,Credit Card,0.0,0.0,268.5
ORD_00503,CUST_00217,2025-04-19 14:55:38,Delivered,Credit Card,0.0,0.0,170.0
ORD_00504,CUST_00200,2025-04-19 18:36:15,Delivered,Credit Card,0.0,0.0,101.0
ORD_00505,CUST_00264,2025-04-20 18:13:50,Delivered,Klarna / BNPL,0.0,0.0,106.0
ORD_00506,CUST_00155,2025-04-21 14:10:01,Delivered,Credit Card,4.99,0.0,201.99
ORD_00507,CUST_00105,2025-04-22 15:23:39,Delivered,Credit Card,0.0,109.65,621.35
ORD_00508,CUST_00157,2025-04-23 21:02:28,Delivered,PayPal,0.0,0.0,219.0
ORD_00509,CUST_00259,2025-04-24 21:18:36,Delivered,Credit Card,0.0,0.0,170.0
ORD_00510,CUST_00121,2025-04-25 20:49:06,Delivered,Credit Card,0.0,15.0,701.98
ORD_00511,CUST_00125,2025-04-26 11:38:58,Delivered,Credit Card,0.0,54.4,217.59
ORD_00512,CUST_00102,2025-04-26 14:37:06,Delivered,PayPal,0.0,0.0,291.5
ORD_00513,CUST_00256,2025-04-26 16:30:17,Returned,Credit Card,4.99,0.0,261.49
ORD_00514,CUST_00215,2025-04-26 19:28:17,Returned,Credit Card,0.0,0.0,208.99
ORD_00515,CUST_00256,2025-04-26 21:49:21,Delivered,Credit Card,0.0,0.0,164.5
ORD_00516,CUST_00266,2025-04-27 20:14:12,Delivered,PayPal,0.0,10.0,250.47
ORD_00517,CUST_00258,2025-04-28 08:05:05,Cancelled,PayPal,0.0,15.8,63.2
ORD_00518,CUST_00198,2025-04-28 20:12:45,Delivered,Apple Pay,8.99,5.85,42.13
ORD_00519,CUST_00245,2025-04-29 19:57:40,Delivered,PayPal,0.0,16.6,66.39
ORD_00520,CUST_00275,2025-04-30 08:23:33,Delivered,Credit Card,4.99,35.39,323.54
ORD_00521,CUST_00133,2025-05-01 14:52:53,Delivered,Credit Card,0.0,159.79,639.16
ORD_00522,CUST_00110,2025-05-01 17:01:31,Delivered,Credit Card,0.0,0.0,598.48
ORD_00523,CUST_00272,2025-05-01 21:29:30,Delivered,Credit Card,0.0,46.4,185.58
ORD_00524,CUST_00267,2025-05-03 09:50:21,Delivered,Klarna / BNPL,0.0,0.0,137.0
ORD_00525,CUST_00273,2025-05-03 10:28:36,Delivered,Klarna / BNPL,0.0,0.0,476.98
ORD_00526,CUST_00202,2025-05-05 08:46:02,Returned,Credit Card,0.0,0.0,97.0
ORD_00527,CUST_00271,2025-05-05 14:04:40,Returned,PayPal,4.99,61.6,559.35
ORD_00528,CUST_00145,2025-05-05 16:04:03,Delivered,Credit Card,0.0,24.15,217.33
ORD_00529,CUST_00268,2025-05-05 18:33:36,Delivered,Klarna / BNPL,0.0,10.0,482.0
ORD_00530,CUST_00230,2025-05-05 21:46:32,Returned,Credit Card,0.0,64.25,578.23
ORD_00531,CUST_00278,2025-05-06 12:34:14,Delivered,Apple Pay,0.0,0.0,496.96
ORD_00532,CUST_00077,2025-05-06 15:24:49,Delivered,PayPal,0.0,0.0,281.49
ORD_00533,CUST_00210,2025-05-07 16:11:04,Returned,PayPal,0.0,15.0,306.5
ORD_00534,CUST_00222,2025-05-07 18:24:41,Delivered,Apple Pay,0.0,0.0,109.48
ORD_00535,CUST_00025,2025-05-07 20:42:08,Delivered,Apple Pay,0.0,0.0,519.5
ORD_00536,CUST_00215,2025-05-07 21:40:53,Delivered,PayPal,0.0,0.0,619.99
ORD_00537,CUST_00200,2025-05-07 22:25:15,Cancelled,Credit Card,0.0,0.0,392.5
ORD_00538,CUST_00167,2025-05-08 15:42:08,Delivered,Apple Pay,0.0,0.0,353.98
ORD_00539,CUST_00269,2025-05-09 16:22:00,Delivered,PayPal,0.0,0.0,181.98
ORD_00540,CUST_00256,2025-05-09 18:07:57,Delivered,Credit Card,0.0,0.0,720.99
ORD_00541,CUST_00247,2025-05-09 20:18:18,Delivered,Klarna / BNPL,0.0,0.0,409.49
ORD_00542,CUST_00210,2025-05-10 22:22:40,Delivered,Apple Pay,0.0,0.0,854.0
ORD_00543,CUST_00281,2025-05-11 08:14:31,Delivered,PayPal,0.0,0.0,293.0
ORD_00544,CUST_00029,2025-05-11 10:47:12,Delivered,Credit Card,0.0,20.0,64.0
ORD_00545,CUST_00165,2025-05-11 13:42:52,Delivered,Credit Card,0.0,27.4,109.59
ORD_00546,CUST_00215,2025-05-11 14:27:35,Delivered,PayPal,0.0,0.0,83.5
ORD_00547,CUST_00001,2025-05-12 12:53:41,Delivered,Credit Card,0.0,0.0,393.0
ORD_00548,CUST_00270,2025-05-12 13:45:37,Cancelled,PayPal,8.99,0.0,82.49
ORD_00549,CUST_00277,2025-05-12 20:43:29,Returned,Klarna / BNPL,0.0,19.4,77.6
ORD_00550,CUST_00107,2025-05-13 14:08:30,Delivered,Credit Card,0.0,0.0,385.5
ORD_00551,CUST_00177,2025-05-13 17:34:42,Delivered,Credit Card,0.0,15.0,202.5
ORD_00552,CUST_00133,2025-05-13 20:51:24,Delivered,PayPal,0.0,0.0,925.94
ORD_00553,CUST_00202,2025-05-14 17:21:47,Delivered,PayPal,0.0,22.75,204.75
ORD_00554,CUST_00145,2025-05-14 22:36:58,Delivered,Credit Card,0.0,0.0,473.0
